,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_07165,CP008776.1,1372160,1374022,-,SP5448_07165,PTS beta-glucoside transporter subunit IIABC,AKK70823.1,"CcpA,CcpA_core_M1,CovR,FasX_60min_M1,CovR,CovR",Carbohydrate transport and metabolism
SP5448_07170,CP008776.1,1374024,1374866,-,licT,transcription antiterminator BglG,AKK70824.1,"CcpA,CcpA_core_M1,CovR",Transcription
SP5448_07175,CP008776.1,1375194,1376561,+,lmrB,XRE family transcriptional regulator,AKK70825.1,"Rgg,FasX_15min_M1,FasX_60min_M1",Function unknown
SP5448_07180,CP008776.1,1376615,1378165,-,ftsY,cell division protein FtsY,AKK70826.1,Rgg,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_07190,CP008776.1,1378993,1379790,-,supH,HAD family hydrolase,AKK70827.1,Rgg,Function unknown
SP5448_07195,CP008776.1,1380095,1380370,+,SP5448_07195,transposase,AKK70828.1,,"Replication, recombination and repair"
SP5448_07200,CP008776.1,1380418,1381131,+,SP5448_07200,transposase,AKK70829.1,,"Replication, recombination and repair"
SP5448_07205,CP008776.1,1381584,1382000,-,SP5448_07205,hypothetical protein,AKK70830.1,,Cell motility
SP5448_07215,CP008776.1,1382603,1382803,-,SP5448_07215,hypothetical protein,AKK70831.1,,Function unknown
SP5448_07220,CP008776.1,1382816,1383532,-,ldcA,peptidase S66,AKK70832.1,,Defense mechanisms
SP5448_07225,CP008776.1,1383760,1385007,-,SP5448_07225,biotin carboxylase,AKK70833.1,,Cell wall/membrane/envelope biogenesis
SP5448_07230,CP008776.1,1385021,1385845,-,asnS_2,asparagine ligase,AKK70834.1,,"Translation, ribosomal structure and biogenesis"
SP5448_07235,CP008776.1,1385869,1386207,-,SP5448_07235,hypothetical protein,AKK70835.1,,Function unknown
SP5448_07240,CP008776.1,1386624,1386938,-,SP5448_07240,hypothetical protein,AKK70836.1,,"Replication, recombination and repair"
SP5448_07245,CP008776.1,1387004,1387456,-,SP5448_07245,portal protein,AKK70837.1,"CovR,CovR,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_07250,CP008776.1,1387561,1387833,-,SP5448_07250,hypothetical protein,AKK70838.1,Rgg,Function unknown
SP5448_07255,CP008776.1,1387852,1388157,-,SP5448_07255,plasmid stabilization protein,AKK70839.1,"Rgg,Rgg,Irr_LE_M6","Cell cycle control, cell division, chromosome partitioning"
SP5448_07260,CP008776.1,1388157,1388459,-,SP5448_07260,plasmid stabilization protein,AKK70840.1,"Mga,Rgg,Nra_transition_M49,Nra_stationary_M49","Replication, recombination and repair"
SP5448_07265,CP008776.1,1388505,1389599,+,SP5448_07265,hypothetical protein,AKK70841.1,,Function unknown
SP5448_07270,CP008776.1,1389599,1389823,+,SP5448_07270,hypothetical protein,AKK70842.1,CovR,Function unknown
SP5448_07280,CP008776.1,1391462,1391671,+,SP5448_07280,Cro/Cl family transcriptional regulator,AKK70843.1,Nra_transition_M49,Transcription
SP5448_07285,CP008776.1,1391774,1392982,-,SP5448_07285,macrolide ABC transporter permease,AKK70844.1,MtsR_M49,Function unknown
SP5448_07290,CP008776.1,1393067,1394224,-,ugd,UDP-glucose 6-dehydrogenase,AKK70845.1,"Rgg,MtsR_M49",Cell wall/membrane/envelope biogenesis
SP5448_07295,CP008776.1,1394917,1395906,-,SP5448_07295,glycosyl transferase 2 family protein,AKK70846.1,"Rgg,MtsR_M49,Irr_EE_M6",Cell wall/membrane/envelope biogenesis
SP5448_07300,CP008776.1,1395961,1396929,-,SP5448_07300,serine/threonine protein kinase,AKK70847.1,MtsR_M49,Function unknown
SP5448_07305,CP008776.1,1396913,1398112,-,metK-2,S-adenosylmethionine synthetase,AKK70848.1,MtsR_M49,Amino acid transport and metabolism
SP5448_07310,CP008776.1,1398122,1399108,-,SP5448_07310,dehydrogenase,AKK70849.1,"MtsR_M49,Irr_EE_M6",Function unknown
SP5448_07315,CP008776.1,1399101,1399835,-,fbiB,glutamate ligase,AKK70850.1,MtsR_M49,Function unknown
SP5448_07320,CP008776.1,1399837,1400673,-,SP5448_07320,endonuclease,AKK70851.1,MtsR_M49,Carbohydrate transport and metabolism
SP5448_07325,CP008776.1,1400670,1401596,-,aroE,shikimate dehydrogenase,AKK70852.1,MtsR_M49,Amino acid transport and metabolism
SP5448_07330,CP008776.1,1401816,1402667,+,mutR,MutR family transcriptional regulator,AKK70853.1,"Rgg,Irr_LE_M6",Transcription
SP5448_07335,CP008776.1,1402920,1406459,-,smc,chromosome segregation protein SMC,AKK70854.1,CcpA,"Cell cycle control, cell division, chromosome partitioning"
SP5448_07340,CP008776.1,1406460,1407152,-,rnc,ribonuclease III,AKK70855.1,CcpA,"Translation, ribosomal structure and biogenesis"
SP5448_07345,CP008776.1,1407596,1408405,-,vicX,metallohydrolase,AKK70856.1,VicR,Function unknown
SP5448_07350,CP008776.1,1408409,1409761,-,vicK,histidine kinase,AKK70857.1,VicR,Signal transduction mechanisms
SP5448_07355,CP008776.1,1409754,1410464,-,SP5448_07355,PhoP family transcriptional regulator,AKK70858.1,Irr_LE_M6,Function unknown
SP5448_07360,CP008776.1,1410626,1411621,-,SP5448_07360,hypothetical protein,AKK70859.1,,Function unknown
SP5448_07365,CP008776.1,1411716,1412963,-,vraA,long-chain fatty acid--CoA ligase,AKK70860.1,"BirA,CovR,Irr_LE_M6",Function unknown
SP5448_07370,CP008776.1,1412920,1414068,-,vraB,acetyl-CoA acetyltransferase,AKK70861.1,"BirA,Mga,Irr_LE_M6",Lipid transport and metabolism
SP5448_07375,CP008776.1,1414463,1414612,-,SP5448_07375,dihydroxyacetone kinase,AKK70862.1,,Function unknown
SP5448_07380,CP008776.1,1414813,1415598,-,SP5448_07380,multidrug ABC transporter permease,AKK70863.1,"Rgg,MalR_M1",Function unknown
SP5448_07385,CP008776.1,1415600,1416418,-,SP5448_07385,ABC transporter permease,AKK70864.1,"Rgg,MalR_M1",Function unknown
SP5448_07390,CP008776.1,1416420,1417412,-,SP5448_07390,sugar ABC transporter ATP-binding protein,AKK70865.1,"MalR_M1,Irr_LE_M6",Function unknown
SP5448_07395,CP008776.1,1417553,1419496,-,thrS,threonyl-tRNA synthase,AKK70866.1,"T-box(Thr),Rgg,Nra_exponetional_M49","Translation, ribosomal structure and biogenesis"
SP5448_07405,CP008776.1,1419918,1421252,-,mgs,1%2C2-diacylglycerol 3-glucosyltransferase,AKK70867.1,Irr_EE_M6,Cell wall/membrane/envelope biogenesis
SP5448_07410,CP008776.1,1421254,1422252,-,dgs,glycosyl transferase family 1,AKK70868.1,TrxR_M1,Cell wall/membrane/envelope biogenesis
SP5448_07415,CP008776.1,1422383,1423384,-,ccpA,catabolite control protein A,AKK70869.1,CcpA,Transcription
SP5448_07420,CP008776.1,1423558,1424643,+,pepQ,dipeptidase,AKK70870.1,"CcpA,Mga,Rgg,LacD.1_M14",Amino acid transport and metabolism
SP5448_07425,CP008776.1,1424692,1425357,+,frp,NAD(FAD)-dependent dehydrogenase,AKK70871.1,"Mga,Rgg",Energy production and conversion
SP5448_07430,CP008776.1,1425368,1425745,+,gloA,lactoylglutathione lyase,AKK70872.1,"Rgg,LacD.1_M14",Amino acid transport and metabolism
SP5448_07435,CP008776.1,1425890,1426816,+,yfdH,bactoprenol glucosyl transferase,AKK70873.1,"Rgg,Irr_LE_M6",Cell wall/membrane/envelope biogenesis
SP5448_07440,CP008776.1,1427027,1427710,+,SP5448_07440,membrane protein,AKK70874.1,"Rgg,Nra_stationary_M49",Function unknown
SP5448_07445,CP008776.1,1427710,1428636,+,SP5448_07445,membrane protein,AKK70875.1,CovR,Function unknown
SP5448_07450,CP008776.1,1428686,1429333,+,pcp,pyrrolidone-carboxylate peptidase,AKK70876.1,Nra_transition_M49,"Posttranslational modification, protein turnover, chaperones"
SP5448_07455,CP008776.1,1429449,1430168,-,SP5448_07455,glutamine cyclotransferase,AKK70877.1,Nra_stationary_M49,"Posttranslational modification, protein turnover, chaperones"
SP5448_07460,CP008776.1,1430174,1430641,-,smpB,single-stranded DNA-binding protein,AKK70878.1,"Nra_stationary_M49,Irr_LE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_07465,CP008776.1,1430644,1432977,-,rnr,ribonuclease R,AKK70879.1,"CovR,CovR,Nra_stationary_M49","Translation, ribosomal structure and biogenesis"
SP5448_07470,CP008776.1,1433071,1433307,-,secG,preprotein translocase subunit SecG,AKK70880.1,"Irr_EE_M6,Irr_LE_M6","Intracellular trafficking, secretion, and vesicular transport"
SP5448_07475,CP008776.1,1433496,1434689,-,mdtG,multidrug transporter,AKK70881.1,"TrxR_M1,Rgg",Function unknown
SP5448_07480,CP008776.1,1434811,1436313,-,yjgR,hypothetical protein,AKK70882.1,,Function unknown
SP5448_07485,CP008776.1,1436503,1437096,-,coaE,dephospho-CoA kinase,AKK70883.1,,Coenzyme transport and metabolism
SP5448_07490,CP008776.1,1437093,1437920,-,fpg,5-hydroxymethyluracil DNA glycosylase,AKK70884.1,,"Replication, recombination and repair"
SP5448_07495,CP008776.1,1438092,1438958,-,mutR,transcriptional regulator,AKK70885.1,,Transcription
SP5448_07500,CP008776.1,1439265,1439507,+,SP5448_07500,hypothetical protein,AKK70886.1,,Function unknown
SP5448_07510,CP008776.1,1440029,1440298,+,SP5448_07510,hypothetical protein,AKK70887.1,"CovR,Rgg,CovR",Function unknown
SP5448_07515,CP008776.1,1440646,1441044,-,SP5448_07515,histidine kinase,AKK70888.1,"Mga,Nra_exponetional_M49",Function unknown
SP5448_07520,CP008776.1,1441137,1442132,-,SP5448_07520,hypothetical protein,AKK70889.1,"Nra_exponetional_M49,Nra_stationary_M49,Irr_EE_M6",Function unknown
SP5448_07530,CP008776.1,1442625,1442819,-,silD,bacteriocin,AKK70890.1,Nra_transition_M49,Function unknown
SP5448_07535,CP008776.1,1443113,1443313,-,SP5448_07535,bacteriocin,AKK70891.1,,Function unknown
SP5448_07555,CP008776.1,1444737,1444919,-,SP5448_07555,bacteriocin,AKK70892.1,"CovR,Irr_EE_M6",Function unknown
SP5448_07560,CP008776.1,1444934,1445179,-,SP5448_07560,bacteriocin,AKK70893.1,,Function unknown
SP5448_07565,CP008776.1,1445577,1445831,+,SP5448_07565,hypothetical protein,AKK70894.1,,Function unknown
SP5448_07570,CP008776.1,1446136,1446612,-,SP5448_07570,DNA mismatch repair protein MutT,AKK70895.1,"TrxR_M1,Irr_LE_M6",Nucleotide transport and metabolism
SP5448_07575,CP008776.1,1446632,1447528,-,era,GTPase Era,AKK70896.1,TrxR_M1,Cell wall/membrane/envelope biogenesis
SP5448_07580,CP008776.1,1447648,1448055,-,dgkA,UDP kinase,AKK70897.1,"TrxR_M1,Rgg",Cell wall/membrane/envelope biogenesis
SP5448_07585,CP008776.1,1448036,1448533,-,ybeY,metalloprotease,AKK70898.1,,Function unknown
SP5448_07590,CP008776.1,1448692,1449267,-,ysiD,uracil-DNA glycosylase,AKK70899.1,Rgg,"Replication, recombination and repair"
SP5448_07595,CP008776.1,1449313,1450365,-,phoH,phosphate starvation-inducible protein PhoH,AKK70900.1,Rgg,Signal transduction mechanisms
SP5448_07600,CP008776.1,1450524,1452296,-,mycA,hypothetical protein,AKK70901.1,"Mga,Irr_EE_M6",Function unknown
SP5448_07605,CP008776.1,1452610,1453779,-,sip,hypothetical protein,AKK70902.1,"Rgg,Rgg,Nra_exponetional_M49",Cell wall/membrane/envelope biogenesis
SP5448_07610,CP008776.1,1453935,1454150,-,yozE,hypothetical protein,AKK70903.1,"TrxR_M1,Mga,Rgg,Irr_LE_M6",Function unknown
SP5448_07615,CP008776.1,1454147,1454656,-,msrA,hypothetical protein,AKK70904.1,"Rgg,Nra_transition_M49","Posttranslational modification, protein turnover, chaperones"
SP5448_07620,CP008776.1,1454729,1455586,-,cvfB,S1 RNA-binding protein,AKK70905.1,CovR,Function unknown
SP5448_07625,CP008776.1,1455695,1456252,-,frr,ribosome-recycling factor,AKK70906.1,,"Translation, ribosomal structure and biogenesis"
SP5448_07630,CP008776.1,1456281,1457009,-,pyrH,uridylate kinase,AKK70907.1,,Nucleotide transport and metabolism
SP5448_07635,CP008776.1,1457332,1458021,-,rplA,50S ribosomal protein L1,AKK70908.1,"Rgg,CovR","Translation, ribosomal structure and biogenesis"
SP5448_07640,CP008776.1,1458127,1458552,-,rplK,50S ribosomal protein L11,AKK70909.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_07645,CP008776.1,1458796,1459149,+,SP5448_07645,hypothetical protein,AKK70910.1,Rgg,Function unknown
SP5448_07650,CP008776.1,1459219,1461624,-,ftsK,cell division protein FtsK,AKK70911.1,Irr_LE_M6,"Cell cycle control, cell division, chromosome partitioning"
SP5448_07655,CP008776.1,1461841,1462647,+,ppiA,peptidylprolyl isomerase,AKK70912.1,Rgg,"Posttranslational modification, protein turnover, chaperones"
SP5448_07665,CP008776.1,1462795,1463649,-,mtsC,manganese ABC transporter substrate-binding protein,AKK70913.1,"PerR,MntR,Rgg,Srv_M1",Inorganic ion transport and metabolism
SP5448_07670,CP008776.1,1463650,1464375,-,sitB,manganese ABC transporter ATP-binding protein,AKK70914.1,"PerR,MntR,Rgg,Nra_transition_M49",Inorganic ion transport and metabolism
SP5448_07675,CP008776.1,1464439,1465371,-,sitA,manganese ABC transporter substrate-binding protein,AKK70915.1,"PerR,MntR,Srv_M1",Inorganic ion transport and metabolism
SP5448_07680,CP008776.1,1465517,1466164,+,sirR,MarR family transcriptional regulator,AKK70916.1,"PerR,MntR",Transcription
SP5448_07685,CP008776.1,1466265,1466606,-,SP5448_07685,hypothetical protein,AKK70917.1,"Rgg,Irr_LE_M6",Function unknown
SP5448_07690,CP008776.1,1466757,1467452,-,mtnN,5'-methylthioadenosine nucleosidase,AKK70918.1,MtsR_M49,Amino acid transport and metabolism
SP5448_07695,CP008776.1,1467472,1467723,-,SP5448_07695,membrane protein,AKK70919.1,MtsR_M49,Function unknown
SP5448_07700,CP008776.1,1467723,1468277,-,nudF,ADP-ribose pyrophosphatase,AKK70920.1,"Rgg,MtsR_M49","Replication, recombination and repair"
SP5448_07705,CP008776.1,1468308,1469690,-,glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,AKK70921.1,MtsR_M49,Cell wall/membrane/envelope biogenesis
SP5448_07710,CP008776.1,1469863,1471200,-,glpT,glycerol-3-phosphate ABC transporter,AKK70922.1,"CcpA_core_M1,CovR,Mga,Rgg",Carbohydrate transport and metabolism
SP5448_07715,CP008776.1,1471533,1472492,-,SP5448_07715,NAD(P)-dependent oxidoreductase,AKK70923.1,"Rgg,CovR,CovR",Function unknown
SP5448_07720,CP008776.1,1472568,1473266,-,SP5448_07720,3-ketoacyl-ACP reductase,AKK70924.1,"CovR,CovR",Function unknown
SP5448_07725,CP008776.1,1473259,1473495,-,XK27_01315,methionyl-tRNA synthetase,AKK70925.1,"Nra_stationary_M49,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_07730,CP008776.1,1473856,1474470,+,SP5448_07730,hypothetical protein,AKK70926.1,"CovR,Rgg,CovR,CovR,CovR",Function unknown
SP5448_07735,CP008776.1,1474718,1475416,+,SP5448_07735,exotoxin,AKK70927.1,"CovR,CovR,CovR,CovR",Function unknown
SP5448_07740,CP008776.1,1475729,1476049,-,SP5448_07740,hypothetical protein,AKK70928.1,"CovR,RivR_M1,CovR,CovR,CovR",Function unknown
SP5448_07745,CP008776.1,1476728,1477360,+,SP5448_07745,hypothetical protein,AKK70929.1,"CovR,Rgg,CovR,CovR,CovR,Nra_stationary_M49",Function unknown
SP5448_07750,CP008776.1,1477454,1477705,-,SP5448_07750,hypothetical protein,AKK70930.1,"CovR,TrxR_M1,CovR,CovR,CovR",Function unknown
SP5448_07755,CP008776.1,1477979,1478515,-,SP5448_07755,hypothetical protein,AKK70931.1,"CovR,CovR,CovR,CovR,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_07760,CP008776.1,1478974,1479726,+,SP5448_07760,ADP-ribosyltransferase,AKK70932.1,"CovR,Rgg,CovR,CovR,CovR,CovR,Srv_M1,Irr_LE_M6",Signal transduction mechanisms
SP5448_07765,CP008776.1,1479929,1482109,-,nrdE,ribonucleotide-diphosphate reductase subunit alpha,AKK70933.1,"NrdR,Rgg,MtsR_M49",Nucleotide transport and metabolism
SP5448_07770,CP008776.1,1482076,1482564,-,nrdI,ribonucleotide reductase,AKK70934.1,"NrdR,Rgg,MtsR_M49",Nucleotide transport and metabolism
SP5448_07775,CP008776.1,1482568,1483545,-,nrdF,ribonucleoside-diphosphate reductase subunit beta,AKK70935.1,"NrdR,Rgg,MtsR_M49,FasX_60min_M1,CovR,CovR,CovR",Nucleotide transport and metabolism
SP5448_07785,CP008776.1,1484076,1486073,-,metG,methionine--tRNA ligase,AKK70936.1,CovR,"Translation, ribosomal structure and biogenesis"
SP5448_07790,CP008776.1,1486316,1487023,-,yoaK,membrane protein,AKK70937.1,Mga,Function unknown
SP5448_07795,CP008776.1,1487345,1487539,+,SP5448_07795,hypothetical protein,AKK70938.1,,Function unknown
SP5448_07800,CP008776.1,1487794,1492737,-,prtP,peptidase S8,AKK70939.1,"CovR,Mga,Rgg,RivR_M1,CovR,CovR,CovR,CovR,Nra_exponetional_M49","Posttranslational modification, protein turnover, chaperones"
SP5448_07805,CP008776.1,1493000,1494181,-,lctO,lactate oxidase,AKK70940.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg",Energy production and conversion
SP5448_07810,CP008776.1,1494270,1494437,-,SP5448_07810,dTDP-glucose 4%2C6-dehydratase,AKK70941.1,,Function unknown
SP5448_07815,CP008776.1,1494415,1495242,+,xth,exodeoxyribonuclease,AKK70942.1,,"Replication, recombination and repair"
SP5448_07820,CP008776.1,1495316,1495672,-,arsC,arsenate reductase,AKK70943.1,,Inorganic ion transport and metabolism
SP5448_07825,CP008776.1,1495970,1496599,+,cutC,copper homeostasis protein CutC,AKK70944.1,Rgg,Inorganic ion transport and metabolism
SP5448_07830,CP008776.1,1496646,1497038,-,SP5448_07830,membrane protein,AKK70945.1,"Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_07835,CP008776.1,1497065,1497928,-,rsmI,16S rRNA methyltransferase,AKK70946.1,"CovR,CovR,Irr_EE_M6",Coenzyme transport and metabolism
SP5448_07840,CP008776.1,1497933,1498256,-,yabA,DNA replication initiation control protein YabA,AKK70947.1,"CovR,CovR","Replication, recombination and repair"
SP5448_07845,CP008776.1,1498661,1498900,-,yaaT,tpl protein,AKK70948.1,Irr_LE_M6,Function unknown
SP5448_07850,CP008776.1,1498919,1499794,-,holB,DNA polymerase III subunit delta',AKK70949.1,,"Replication, recombination and repair"
SP5448_07855,CP008776.1,1499812,1500447,-,tmk,thymidylate kinase,AKK70950.1,,Nucleotide transport and metabolism
SP5448_07860,CP008776.1,1500696,1500971,-,ylbG,hypothetical protein,AKK70951.1,,Function unknown
SP5448_07865,CP008776.1,1501463,1502053,-,clpP,Clp protease,AKK70952.1,"CtsR,Rgg",Function unknown
SP5448_07870,CP008776.1,1502277,1502906,-,upp,uracil phosphoribosyltransferase,AKK70953.1,Rgg,Nucleotide transport and metabolism
SP5448_07875,CP008776.1,1503074,1504708,-,ytgP,polysaccharide biosynthesis protein,AKK70954.1,"TrxR_M1,Irr_LE_M6",Function unknown
SP5448_07880,CP008776.1,1504796,1506241,+,murE,UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase,AKK70955.1,"TrxR_M1,Rgg",Cell wall/membrane/envelope biogenesis
SP5448_07885,CP008776.1,1506487,1507269,+,fhuC,iron ABC transporter ATP-binding protein,AKK70956.1,"PerR,CovR,Irr_LE_M6",Function unknown
SP5448_07890,CP008776.1,1507295,1508227,+,fhuD,ferrichrome ABC transporter substrate-binding protein,AKK70957.1,PerR,Inorganic ion transport and metabolism
SP5448_07895,CP008776.1,1508217,1509269,+,fhuB,ferrichrome ABC transporter permease,AKK70958.1,"PerR,Nra_exponetional_M49",Inorganic ion transport and metabolism
SP5448_07900,CP008776.1,1509230,1510267,+,fhuG,ferrichrome ABC transporter permease,AKK70959.1,"PerR,Rgg,CovR",Inorganic ion transport and metabolism
SP5448_07905,CP008776.1,1510312,1510965,-,SP5448_07905,hypothetical protein,AKK70960.1,,Function unknown
SP5448_07910,CP008776.1,1511041,1511976,-,ppaC,inorganic pyrophosphatase,AKK70961.1,Mga,Energy production and conversion
SP5448_07915,CP008776.1,1512107,1512898,-,pflA,pyruvate formate lyase-activating enzyme 1,AKK70962.1,"CcpA,Mga,Nra_transition_M49",Energy production and conversion
SP5448_07920,CP008776.1,1512976,1514310,-,hlyX,hypothetical protein,AKK70963.1,Nra_exponetional_M49,Function unknown
SP5448_07925,CP008776.1,1514443,1514997,-,ytqB,SAM-dependent methyltransferase,AKK70964.1,,"Translation, ribosomal structure and biogenesis"
SP5448_07930,CP008776.1,1515036,1515956,-,yhcC,hypothetical protein,AKK70965.1,,Function unknown
SP5448_07935,CP008776.1,1516249,1516902,-,bcrC,phosphatase,AKK70966.1,FMN,Lipid transport and metabolism
SP5448_07940,CP008776.1,1516904,1517467,-,ribU,membrane protein,AKK70967.1,"FMN,Mga,Rny_M49_M49,Rny_M49","Intracellular trafficking, secretion, and vesicular transport"
SP5448_07945,CP008776.1,1517778,1518326,-,trmL,RNA methyltransferase,AKK70968.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_07950,CP008776.1,1518504,1518767,-,yidD,membrane protein,AKK70969.1,Rgg,Function unknown
SP5448_07955,CP008776.1,1518764,1519486,-,rluB,pseudouridine synthase,AKK70970.1,,"Translation, ribosomal structure and biogenesis"
SP5448_07960,CP008776.1,1519609,1520160,-,scpB,segregation protein A,AKK70971.1,"Nra_transition_M49,Irr_EE_M6","Cell cycle control, cell division, chromosome partitioning"
SP5448_07965,CP008776.1,1520157,1520858,-,scpA,segregation and condensation protein A,AKK70972.1,Rgg,"Cell cycle control, cell division, chromosome partitioning"
SP5448_07970,CP008776.1,1520858,1521604,-,xerD,recombinase XerD,AKK70973.1,Rgg,"Replication, recombination and repair"
SP5448_07975,CP008776.1,1521601,1522062,-,ykuL,hypothetical protein,AKK70974.1,"Rgg,Nra_transition_M49",Function unknown
SP5448_07980,CP008776.1,1522059,1522580,-,XK27_09740,metallophosphoesterase,AKK70975.1,Nra_transition_M49,Function unknown
SP5448_07985,CP008776.1,1522559,1523545,-,rdgB,deoxyribonucleotide triphosphate pyrophosphatase,AKK70976.1,,Nucleotide transport and metabolism
SP5448_07990,CP008776.1,1523542,1524336,-,murI,glutamate racemase,AKK70977.1,,Cell wall/membrane/envelope biogenesis
SP5448_07995,CP008776.1,1524514,1524756,-,yneF,hypothetical protein,AKK70978.1,"CovR,Irr_EE_M6",Function unknown
SP5448_08000,CP008776.1,1524934,1525623,-,ybhL,membrane protein,AKK70979.1,"Rgg,Nra_transition_M49",Function unknown
SP5448_08005,CP008776.1,1525638,1526138,-,XK27_09705,HAD family hydrolase,AKK70980.1,Rgg,Function unknown
SP5448_08010,CP008776.1,1526177,1526914,-,spoU,23S rRNA methyltransferase,AKK70981.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_08015,CP008776.1,1527212,1527916,+,SP5448_08015,hypothetical protein,AKK70982.1,,"Replication, recombination and repair"
SP5448_08020,CP008776.1,1527819,1528334,+,SP5448_08020,transposase,AKK70983.1,,"Replication, recombination and repair"
SP5448_08030,CP008776.1,1528489,1528767,+,acyP,acylphosphatase,AKK70984.1,"Mga,Rgg",Energy production and conversion
SP5448_08035,CP008776.1,1528849,1529772,+,yidC,membrane protein,AKK70985.1,Rgg,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_08040,CP008776.1,1530395,1530877,-,greA,transcription elongation factor GreA,AKK70986.1,Irr_LE_M6,Transcription
SP5448_08045,CP008776.1,1530950,1532524,-,mltG,aminodeoxychorismate lyase,AKK70987.1,,Function unknown
SP5448_08050,CP008776.1,1532636,1533118,-,XK27_09675,GNAT family acetyltransferase,AKK70988.1,TrxR_M1,Transcription
SP5448_08055,CP008776.1,1533164,1534492,-,mpl,UDP-N-acetylmuramate--alanine ligase,AKK70989.1,,Cell wall/membrane/envelope biogenesis
SP5448_08060,CP008776.1,1534532,1535134,-,SP5448_08060,hypothetical protein,AKK70990.1,,Function unknown
SP5448_08065,CP008776.1,1535377,1538475,-,snf,RNA helicase,AKK70991.1,,"Replication, recombination and repair"
SP5448_08070,CP008776.1,1538682,1539992,-,der,GTP-binding protein Der,AKK70992.1,Irr_LE_M6,Function unknown
SP5448_08075,CP008776.1,1540055,1540957,-,dnaI,primosomal protein DnaI,AKK70993.1,"CovR,CovR","Replication, recombination and repair"
SP5448_08080,CP008776.1,1540958,1542133,-,dnaB,helicase loader,AKK70994.1,CovR,"Replication, recombination and repair"
SP5448_08085,CP008776.1,1542117,1542611,-,nrdR,NrdR family transcriptional regulator,AKK70995.1,"Rgg,CovR,CovR",Transcription
SP5448_08090,CP008776.1,1542826,1544328,-,SP5448_08090,ATPase,AKK70996.1,"CovR,CovR,CovR",Signal transduction mechanisms
SP5448_08095,CP008776.1,1544334,1545020,-,SP5448_08095,PhoB family transcriptional regulator,AKK70997.1,,Signal transduction mechanisms
SP5448_08100,CP008776.1,1545287,1545820,-,yceD,DNA-binding protein,AKK70998.1,"CovR,CovR,CovR,CovR",Transcription
SP5448_08105,CP008776.1,1546054,1546950,-,htpX,heat shock protein HtpX,AKK70999.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_08110,CP008776.1,1546997,1547554,-,lemA,membrane protein,AKK71000.1,Mga,Function unknown
SP5448_08115,CP008776.1,1547704,1548417,+,rsmG,16S rRNA methyltransferase,AKK71001.1,"Rgg,Nra_transition_M49,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_08120,CP008776.1,1548487,1549878,+,SP5448_08120,ATPase V,AKK71002.1,Irr_LE_M6,Inorganic ion transport and metabolism
SP5448_08125,CP008776.1,1549888,1550562,+,ktrA,potassium transporter Trk,AKK71003.1,,Inorganic ion transport and metabolism
SP5448_08130,CP008776.1,1550617,1551831,-,sstT,serine/threonine protein kinase,AKK71004.1,"Rgg,Irr_EE_M6",Amino acid transport and metabolism
SP5448_08135,CP008776.1,1552065,1553435,+,brnQ,branched-chain amino acid transporter,AKK71005.1,"CodY,Rgg,Srv_M1,Irr_EE_M6,Irr_LE_M6",Amino acid transport and metabolism
SP5448_08140,CP008776.1,1553489,1554181,-,metI,methionine ABC transporter permease,AKK71006.1,"MtaR,TrxR_M1",Inorganic ion transport and metabolism
SP5448_08145,CP008776.1,1554182,1555246,-,metN,methionine ABC transporter ATP-binding protein,AKK71007.1,"MtaR,TrxR_M1",Inorganic ion transport and metabolism
SP5448_08150,CP008776.1,1555496,1556341,-,metQ,O-sialoglycoprotein endopeptidase,AKK71008.1,MtaR,Cell wall/membrane/envelope biogenesis
SP5448_08155,CP008776.1,1556670,1557512,-,SP5448_08155,amino acid ABC transporter substrate-binding protein,AKK71009.1,"CmbR,Rgg",Function unknown
SP5448_08160,CP008776.1,1557715,1558431,-,yeeN,hypothetical protein,AKK71010.1,,Transcription
SP5448_08165,CP008776.1,1558913,1560019,-,ylbM,hypothetical protein,AKK71011.1,"Rgg,Nra_stationary_M49",Function unknown
SP5448_08170,CP008776.1,1560273,1561016,-,yqeM,SAM-dependent methyltransferase,AKK71012.1,"TrxR_M1,Rgg,Nra_stationary_M49","Secondary metabolites biosynthesis, transport and catabolism"
SP5448_08175,CP008776.1,1561064,1561441,-,rsfS,ribosomal silencing factor RsfS,AKK71013.1,Rgg,"Translation, ribosomal structure and biogenesis"
