,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
PSPTO_4521,PSPTO_4521,5106530,5106739,+,MbtH family NRPS accessory protein,Inorganic ion transport and metabolism,UPI0013BE98C2,
PSPTO_4522,PSPTO_4522,5106886,5108169,+,MFS transporter,Amino acid transport and metabolism,A0A0Q0C448,
PSPTO_4523,PSPTO_4523,5108505,5108936,+,Lrp/AsnC family transcriptional regulator,Transcription,Q87WM3,
PSPTO_4524,PSPTO_4524,5109010,5109819,+,isocitrate lyase/phosphoenolpyruvate mutase family protein,Carbohydrate transport and metabolism,A0A0P9IW13,
PSPTO_4525,PSPTO_4525,5110546,5110707,+,hypothetical protein,No COG annotation,UPI0001E27F3B,
PSPTO_4526,PSPTO_4526,5111194,5112639,-,amidase,"Translation, ribosomal structure and biogenesis",Q87WM0,
PSPTO_4527,PSPTO_4527,5112686,5113618,-,transporter,Energy production and conversion,A0A0Q0BE60,
PSPTO_4528,PSPTO_4528,5113687,5114679,-,helix-turn-helix domain-containing protein,Transcription,UPI000620F2C3,
PSPTO_4529,PSPTO_4529,5114872,5115360,+,hypothetical protein,No COG annotation,A0A0Q0CEM5,
PSPTO_RS23455,PSPTO_RS23455,5115409,5115525,-,hypothetical protein,No COG annotation,A0A0Q0CYJ1,
PSPTO_4530,katG,5115931,5118201,+,catalase/peroxidase HPI,Inorganic ion transport and metabolism,A0A0Q0BK22,
PSPTO_4531,PSPTO_4531,5118280,5119584,-,PAS domain-containing protein,Cell motility,A0A099SWD4,
PSPTO_4533,nhaA,5120036,5121214,-,Na+/H+ antiporter NhaA,Inorganic ion transport and metabolism,A0A0Q0BK49,
PSPTO_4534,PSPTO_4534,5121372,5122886,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A099SZI0,
PSPTO_4535,PSPTO_4535,5122936,5123916,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0Q0CRV2,
PSPTO_4536,PSPTO_4536,5123913,5124917,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0Q0BBQ9,
PSPTO_4537,PSPTO_4537,5124914,5125777,-,ABC transporter permease,Amino acid transport and metabolism,A0A0N8T582,
PSPTO_4538,PSPTO_4538,5125774,5126721,-,ABC transporter permease,Inorganic ion transport and metabolism,A0A099SWI0,
PSPTO_4539,PSPTO_4539,5127060,5127824,+,LuxR family transcriptional regulator,Transcription,A0A0N8T583,
PSPTO_4540,PSPTO_4540,5127928,5128869,+,proline iminopeptidase-family hydrolase,Function unknown,UPI0002EFD25E,
PSPTO_4541,PSPTO_4541,5129126,5130751,+,methyl-accepting chemotaxis protein,Signal transduction mechanisms,Q87WK5,
PSPTO_4542,PSPTO_4542,5130995,5131495,+,GAF domain-containing protein,Signal transduction mechanisms,A0A099SWE3,
PSPTO_4543,PSPTO_4543,5131860,5133683,+,EAL domain-containing protein,Signal transduction mechanisms,A0A0Q0CEJ4,
PSPTO_4544,PSPTO_4544,5133775,5134560,+,sulfite exporter TauE/SafE family protein,Function unknown,A0A0P9LZE7,
PSPTO_4545,PSPTO_4545,5134785,5134985,+,hypothetical protein,No COG annotation,A0A0N0FZF0,
PSPTO_RS23530,PSPTO_RS23530,5135231,5135425,-,hypothetical protein,No COG annotation,A0A0N8T584,
PSPTO_4546,PSPTO_4546,5135614,5135853,-,PLDc N-terminal domain-containing protein,Function unknown,A0A0P9TZ49,AlgU
PSPTO_4547,garD,5136020,5137573,-,galactarate dehydratase,Carbohydrate transport and metabolism,Q87WJ9,PSPTO_3283
PSPTO_4548,PSPTO_4548,5137584,5138969,-,MFS transporter,Carbohydrate transport and metabolism,A0A099SZ65,PSPTO_3283
PSPTO_4549,kdgD,5139135,5140046,-,5-dehydro-4-deoxyglucarate dehydratase,Amino acid transport and metabolism,A0A099SWI6,PSPTO_3283
PSPTO_RS23555,PSPTO_RS23555,5140133,5140306,-,DUF1534 domain-containing protein,No COG annotation,UPI000D8920AC,
PSPTO_4550,PSPTO_4550,5140337,5141086,-,FadR family transcriptional regulator,Transcription,A0A099SZJ1,
PSPTO_4551,PSPTO_4551,5141184,5142917,-,ABC transporter ATP-binding protein/permease,Function unknown,A0A3M4U6L7,
PSPTO_4553,PSPTO_4553,5143007,5143570,-,response regulator transcription factor,Signal transduction mechanisms,A0A099SWF3,
PSPTO_4554,PSPTO_4554,5143567,5144826,-,HAMP domain-containing histidine kinase,Signal transduction mechanisms,A0A0Q0BBS8,
PSPTO_4555,PSPTO_4555,5145020,5145733,+,SIMPL domain-containing protein,Function unknown,A0A0N8QT46,
PSPTO_4556,phcA,5145941,5147497,+,heterokaryon incompatibility induction protein PhcA,Function unknown,UPI0002D922CC,
PSPTO_4557,PSPTO_4557,5147594,5149201,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0N8T586,
PSPTO_4558,PSPTO_4558,5149459,5151081,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0P9K7G6,
PSPTO_4559,PSPTO_4559,5151411,5153003,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0Q0CYK8,
PSPTO_4560,PSPTO_4560,5153159,5154538,+,OprD family porin,Function unknown,A0A0P9TEA3,
PSPTO_4561,dppA,5154604,5156199,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A099SZJ8,
PSPTO_4562,PSPTO_4562,5156274,5157284,+,ABC transporter permease subunit,Inorganic ion transport and metabolism,A0A099SXD6,
PSPTO_4563,dppC,5157295,5158206,+,ABC transporter permease subunit,Inorganic ion transport and metabolism,A0A099SWG1,
PSPTO_4564,PSPTO_4564,5158217,5159185,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0Q0ET95,
PSPTO_RS23630,PSPTO_RS23630,5159185,5159499,+,ATP-binding cassette domain-containing protein,Inorganic ion transport and metabolism,,
PSPTO_4566,tnpB,5159587,5159943,+,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_4567,PSPTO_4567,5159961,5161514,+,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_RS23645,PSPTO_RS23645,5161558,5162226,+,ATP-binding cassette domain-containing protein,Inorganic ion transport and metabolism,,
PSPTO_4569,PSPTO_4569,5162342,5164864,-,PepSY domain-containing protein,Inorganic ion transport and metabolism,UPI00062292F6,
PSPTO_4570,PSPTO_4570,5165012,5166025,-,alpha-xenorhabdolysin family binary toxin subunit B,No COG annotation,A0A0Q0D6J4,
PSPTO_4571,PSPTO_4571,5166061,5167260,-,alpha-xenorhabdolysin family binary toxin subunit A,No COG annotation,A0A0N8T698,
PSPTO_4572,PSPTO_4572,5167536,5168699,-,type III PLP-dependent enzyme,Amino acid transport and metabolism,A0A099SWG5,
PSPTO_4574,PSPTO_4574,5169133,5171616,+,hypothetical protein,Function unknown,Q87WH6,
PSPTO_4575,opuCA,5171664,5172821,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0N0WHE7,
PSPTO_4576,PSPTO_4576,5172818,5173471,-,ABC transporter permease,Inorganic ion transport and metabolism,A0A0L8IRA7,
PSPTO_4577,PSPTO_4577,5173485,5174378,-,glycine betaine ABC transporter substrate-binding protein,Cell wall/membrane/envelope biogenesis,A0A0N0G378,
PSPTO_4578,PSPTO_4578,5174393,5175106,-,ABC transporter permease,Inorganic ion transport and metabolism,A0A0Q0F5J0,
PSPTO_4579,prfC,5175451,5177034,+,peptide chain release factor 3,"Translation, ribosomal structure and biogenesis",A0A0Q0BP93,
PSPTO_RS23700,PSPTO_RS23700,5176947,5177295,-,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_4580,PSPTO_4580,5177384,5177626,+,hypothetical protein,No COG annotation,A0A099SWL2,
PSPTO_4581,PSPTO_4581,5177708,5178325,-,FKBP-type peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,A0A0N0WHG1,
PSPTO_4582,PSPTO_4582,5178480,5178788,-,hypothetical protein,Function unknown,A0A099SZL1,
PSPTO_4583,PSPTO_4583,5178900,5179388,-,TIGR00645 family protein,Function unknown,A0A0M0V525,
PSPTO_4584,PSPTO_4584,5179514,5179810,-,hypothetical protein,No COG annotation,UPI000300981E,
PSPTO_4585,PSPTO_4585,5180018,5182453,-,ATP-binding protein,"Post-translational modification, protein turnover,and chaperones",A0A3M3Z753,
PSPTO_4586,PSPTO_4586,5182730,5183218,+,DUF3015 domain-containing protein,Function unknown,A0A099SZA3,AlgU
PSPTO_4587,PSPTO_4587,5183281,5185134,+,DUF4105 domain-containing protein,Function unknown,A0A0Q0DE23,
PSPTO_RS23745,PSPTO_RS23745,5185073,5185360,-,hypothetical protein,No COG annotation,UPI000209864F,
PSPTO_4589,shcS2,5185621,5186094,-,CesT family type III secretion system chaperone,Function unknown,A0A099SZL6,
PSPTO_4590,hopT2,5186263,5186646,-,type III effector,No COG annotation,A0A0P9K7H5,
PSPTO_RS23760,PSPTO_RS23760,5186668,5187573,-,type III effector,Function unknown,,
PSPTO_4593,hopT1-2,5187920,5189089,-,type III effector,No COG annotation,A0A0N1JE97,
PSPTO_4594,hopO1-2,5189095,5189811,-,type III effector,Function unknown,UPI0013791669,
PSPTO_RS23775,PSPTO_RS23775,5190004,5190524,-,hypothetical protein,Function unknown,,
PSPTO_4596,PSPTO_4596,5190629,5191606,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_4597,hopS1,5191741,5192097,-,type III effector,No COG annotation,A0A0Q0CDI1,
PSPTO_4599,shcS1,5192110,5192583,-,CesT family type III secretion system chaperone,Function unknown,A0A099SWM2,
PSPTO_4600,PSPTO_4600,5192782,5193135,+,lipoprotein,No COG annotation,A0A099SZL9,
PSPTO_4601,greB-2,5193212,5193709,+,transcription elongation factor GreB,"Translation, ribosomal structure and biogenesis",A0A099SXF7,
PSPTO_4602,ettA,5193762,5195453,-,energy-dependent translational throttle protein EttA,Function unknown,A0A0Q0BAP2,
PSPTO_4603,PSPTO_4603,5195601,5196866,+,site-specific integrase,"Replication, recombination and repair",A0A0Q0HL96,
PSPTO_4604,PSPTO_4604,5196863,5198458,+,site-specific integrase,"Replication, recombination and repair",A0A0Q0BD57,
PSPTO_4605,PSPTO_4605,5198455,5200692,+,hypothetical protein,Function unknown,A0A0Q0CQ72,
PSPTO_4606,PSPTO_4606,5200695,5201093,+,hypothetical protein,No COG annotation,A0A0Q0CDJ5,
PSPTO_4607,PSPTO_4607,5201505,5203982,+,hypothetical protein,Function unknown,UPI00031BA855,
PSPTO_4608,PSPTO_4608,5204349,5205311,+,tyrosine-type recombinase/integrase,"Replication, recombination and repair",A0A0N8R150,
PSPTO_4610,PSPTO_4610,5206026,5206406,-,hypothetical protein,Function unknown,A0A0P9MGN7,
PSPTO_4611,PSPTO_4611,5206737,5207729,-,YncE family protein,Function unknown,UPI0002D7F053,
PSPTO_4612,PSPTO_4612,5207887,5208783,-,LysR family transcriptional regulator,Transcription,A0A0P9M4K2,
PSPTO_4613,PSPTO_4613,5208901,5210070,+,TDT family transporter,Inorganic ion transport and metabolism,A0A0Q0CXR6,
PSPTO_4614,PSPTO_4614,5210079,5210681,-,uracil-DNA glycosylase,"Replication, recombination and repair",A0A0N8TA38,
PSPTO_4615,ppa,5210681,5211226,-,inorganic diphosphatase,Energy production and conversion,A0A0P9PRG9,
PSPTO_4616,eno,5211342,5212625,-,phosphopyruvate hydratase,Nucleotide transport and metabolism,A0A0N8T530,
PSPTO_RS23875,PSPTO_RS23875,5212699,5213040,-,hypothetical protein,No COG annotation,A0A0N8T3U7,
PSPTO_RS23880,PSPTO_RS23880,5213135,5213401,-,hypothetical protein,No COG annotation,A0A0N8QH99,
PSPTO_4618,PSPTO_4618,5213444,5213767,-,DUF190 domain-containing protein,Function unknown,A0A0N8Q9A3,
PSPTO_RS23890,PSPTO_RS23890,5213848,5214213,-,hypothetical protein,Function unknown,A0A0Q0B2V3,
PSPTO_4619,PSPTO_4619,5214210,5215556,-,voltage-gated chloride channel family protein,Inorganic ion transport and metabolism,A0A0Q0C558,
PSPTO_4620,PSPTO_4620,5215805,5216128,-,DUF190 domain-containing protein,Function unknown,A0A0N8T3V0,
PSPTO_4621,PSPTO_4621,5216139,5216882,-,transporter,Function unknown,A0A0P9MG65,
PSPTO_4622,PSPTO_4622,5216974,5217408,+,helix-turn-helix domain-containing protein,Transcription,A0A0Q0CFN9,
PSPTO_RS23915,PSPTO_RS23915,5217842,5218066,-,hypothetical protein,No COG annotation,A0A0P9MGX5,
PSPTO_4623,PSPTO_4623,5218247,5218624,+,DUF1264 domain-containing protein,Function unknown,A0A0N8R151,
PSPTO_4624,PSPTO_4624,5218750,5220369,-,methyl-accepting chemotaxis protein,Cell motility,Q87WC7,
PSPTO_4625,PSPTO_4625,5220631,5221653,+,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7,
PSPTO_4626,PSPTO_4626,5221650,5222459,+,AAA family ATPase,"Replication, recombination and repair",A0A099SW04,
PSPTO_RS23940,PSPTO_RS23940,5222736,5223122,-,hypothetical protein,No COG annotation,A0A0Q0CP73,
PSPTO_RS23945,PSPTO_RS23945,5223444,5223695,+,hypothetical protein,No COG annotation,UPI0003A86869,
PSPTO_4627,PSPTO_4627,5224073,5226526,+,hypothetical protein,Defense mechanisms,Q87WC6,
PSPTO_RS29965,PSPTO_RS29965,5227576,5227743,-,hypothetical protein,No COG annotation,UPI0002DA2628,
PSPTO_4630,PSPTO_4630,5228484,5228768,-,helix-turn-helix transcriptional regulator,Transcription,A0A0Q0BII7,
PSPTO_RS23960,PSPTO_RS23960,5229537,5229866,+,DUF2384 domain-containing protein,Function unknown,UPI00130E7E63,
PSPTO_4631,PSPTO_4631,5230653,5234489,+,EAL domain-containing protein,Signal transduction mechanisms,Q87WC2,
PSPTO_4632,glyA-2,5234654,5235907,+,serine hydroxymethyltransferase,Amino acid transport and metabolism,A0A099SWM6,
PSPTO_RS23975,PSPTO_RS23975,5235945,5236360,-,helix-turn-helix domain-containing protein,No COG annotation,,
PSPTO_4633,PSPTO_4633,5236578,5237111,+,PAAR domain-containing protein,Signal transduction mechanisms,A0A0P9UIX5,
PSPTO_4634,PSPTO_4634,5237118,5237831,+,N-acetylmuramoyl-L-alanine amidase,Function unknown,A0A0N8T4Z5,
PSPTO_RS23990,PSPTO_RS23990,5237828,5238115,+,hypothetical protein,No COG annotation,A0A0P9TAZ5,
PSPTO_4635,PSPTO_4635,5238570,5239139,+,YdcF family protein,Function unknown,A0A0Q0BII2,
PSPTO_4636,yjiA,5239167,5240144,-,GTPase,Function unknown,A0A0N0WS30,
PSPTO_4637,PSPTO_4637,5240240,5240437,-,YbdD/YjiX family protein,Function unknown,Q87WB6,
PSPTO_4638,cstA,5240465,5242540,-,carbon starvation protein A,Signal transduction mechanisms,A0A099SZC0,
PSPTO_4639,PSPTO_4639,5242826,5243194,+,PilZ domain-containing protein,Function unknown,A0A0N0FYD2,
PSPTO_4640,radA,5243215,5244582,-,DNA repair protein RadA,"Post-translational modification, protein turnover,and chaperones",A0A2V4QEU0,
PSPTO_4641,mscL,5244777,5245223,+,large-conductance mechanosensitive channel protein MscL,Cell wall/membrane/envelope biogenesis,A0A099SXG5,
PSPTO_4642,fnr-2,5245423,5246199,-,ferredoxin--NADP reductase,Energy production and conversion,A0A0Q0BCK8,
PSPTO_4643,PSPTO_4643,5246633,5247610,-,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_4644,PSPTO_4644,5247729,5247962,+,helix-turn-helix transcriptional regulator,Transcription,A0A0N0WS31,
PSPTO_4645,PSPTO_4645,5248092,5249216,+,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0N0WS95,
PSPTO_4646,PSPTO_4646,5249304,5249471,-,DUF2474 domain-containing protein,Function unknown,A0A099SWN6,
PSPTO_4647,cydB,5249493,5250500,-,cytochrome d ubiquinol oxidase subunit II,Energy production and conversion,A0A0Q0H9N9,
PSPTO_4648,cioA,5250504,5251943,-,cytochrome ubiquinol oxidase subunit I,Energy production and conversion,Q87WA6,
PSPTO_4649,PSPTO_4649,5251947,5252120,+,hypothetical protein,No COG annotation,A0A0Q0CCK2,
PSPTO_4650,PSPTO_4650,5252337,5254538,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0Q0CKM2,
PSPTO_4651,PSPTO_4651,5254535,5255524,-,xanthine dehydrogenase family protein subunit M,Energy production and conversion,A0A0Q0C2S2,
PSPTO_4652,PSPTO_4652,5255521,5256051,-,(2Fe-2S)-binding protein,Energy production and conversion,A0A0P9SLD5,
PSPTO_4653,PSPTO_4653,5256316,5257611,+,NCS2 family permease,Function unknown,Q87WA1,
PSPTO_4654,trmA,5257608,5258693,+,tRNA (uridine(54)-C5)-methyltransferase TrmA,"Translation, ribosomal structure and biogenesis",Q87WA0,
PSPTO_RS24095,PSPTO_RS24095,5258683,5259552,-,DUF1534 domain-containing protein,No COG annotation,UPI00000093CB,
PSPTO_4656,PSPTO_4656,5259642,5260925,+,MFS transporter,Amino acid transport and metabolism,A0A0N0G514,
PSPTO_4657,PSPTO_4657,5261062,5261952,+,neutral zinc metallopeptidase,Function unknown,A0A099SZD8,
PSPTO_4658,PSPTO_4658,5261957,5262946,+,hypothetical protein,Function unknown,A0A0N0G515,
PSPTO_4659,PSPTO_4659,5263123,5263713,-,HAD family hydrolase,Function unknown,A0A0Q0EGY7,
PSPTO_4660,tesB,5263710,5264579,-,acyl-CoA thioesterase II,Lipid transport and metabolism,A0A0N0WHH1,
PSPTO_4661,PSPTO_4661,5264717,5265286,-,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0Q0H9V8,
PSPTO_4662,PSPTO_4662,5265421,5266338,+,histone deacetylase,Chromatin structure and dynamics,Q87W92,
PSPTO_4663,PSPTO_4663,5266392,5267666,+,TIGR03862 family flavoprotein,Function unknown,A0A0P9HVW2,
PSPTO_4664,PSPTO_4664,5267751,5269079,-,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0Q0BAQ7,
PSPTO_4665,PSPTO_4665,5269194,5269805,-,3'-5' exonuclease,"Replication, recombination and repair",UPI0002DD1412,
PSPTO_4666,PSPTO_4666,5269827,5270303,-,NYN domain-containing protein,Function unknown,A0A0Q0CKP4,
PSPTO_RS24155,PSPTO_RS24155,5270338,5270529,-,DUF1534 domain-containing protein,Function unknown,UPI0002ECAA66,
PSPTO_4667,PSPTO_4667,5270574,5271278,-,DUF2076 domain-containing protein,Function unknown,UPI0002ECEFF3,
PSPTO_4668,PSPTO_4668,5271474,5272136,+,membrane protein,Function unknown,A0A0Q0C2R4,
PSPTO_4669,PSPTO_4669,5272172,5273314,+,endonuclease/exonuclease/phosphatase family protein,Function unknown,A0A0Q0B0P6,
PSPTO_4670,PSPTO_4670,5273330,5274133,-,hypothetical protein,No COG annotation,A0A0Q0CKN1,
PSPTO_4671,PSPTO_4671,5274267,5275259,-,serine hydrolase,Defense mechanisms,F3IPD7,
PSPTO_4672,PSPTO_4672,5275318,5275476,+,hypothetical protein,No COG annotation,UPI0001E282AC,
PSPTO_4673,PSPTO_4673,5275534,5275791,+,hypothetical protein,No COG annotation,UPI0001E2951B,
PSPTO_RS24190,PSPTO_RS24190,5276293,5276565,-,hypothetical protein,No COG annotation,UPI000516E65F,
PSPTO_4675,PSPTO_4675,5277517,5278296,-,NAD-dependent protein deacylase,Transcription,A0A0M0VHR6,
PSPTO_RS24200,PSPTO_RS24200,5279018,5279482,+,transcriptional regulator,No COG annotation,A0A0M0VHD8,
PSPTO_RS24205,PSPTO_RS24205,5281029,5281343,-,IS481 family transposase,"Replication, recombination and repair",,
PSPTO_RS24210,PSPTO_RS24210,5281327,5281888,-,recombinase family protein,No COG annotation,,
PSPTO_4680,cfl,5282597,5284126,+,acyl--CoA ligase,Lipid transport and metabolism,A0A0Q0BU35,
PSPTO_4681,cfa1,5284213,5284464,+,acyl carrier protein,Lipid transport and metabolism,A0A0M0V2H0,
PSPTO_4682,cfa2,5284476,5284973,+,coronafacic acid dehydratase,Lipid transport and metabolism,A0A0N8T3H0,
PSPTO_4683,cfa3,5284967,5286112,+,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,Lipid transport and metabolism,A0A0P9I359,
PSPTO_4684,cfa4,5286109,5286642,+,coronafacic acid synthetase,No COG annotation,A0A0Q0B4H7,
PSPTO_4685,cfa5,5286639,5288057,+,acyl--CoA ligase,Lipid transport and metabolism,A0A0N0FCU0,
PSPTO_4686,cfa6,5288089,5296104,+,type I polyketide synthase,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0002DCB22C,
PSPTO_4687,cfa7,5296110,5302310,+,type I polyketide synthase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0Q0EH03,
PSPTO_4688,PSPTO_4688,5302307,5302750,+,PaaI family thioesterase,No COG annotation,A0A3M3D5L3,
PSPTO_4689,ccrA,5302800,5304005,+,crotonyl-CoA carboxylase/reductase,Energy production and conversion,A0A0P9JE56,
PSPTO_4690,cfa9,5304061,5304804,+,thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0P9HF58,
PSPTO_4691,hopAD1,5305803,5307701,+,effector protein hopAD1,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0Q0B4I4,
PSPTO_4693,PSPTO_4693,5308353,5309906,-,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_4694,tnpB,5309924,5310280,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_4695,PSPTO_4695,5310495,5310746,+,transposase,"Replication, recombination and repair",A0A0P9NWT1,
PSPTO_RS24290,PSPTO_RS24290,5311603,5312207,+,IS5 family transposase,"Replication, recombination and repair",,
PSPTO_RS24295,PSPTO_RS24295,5312657,5313507,-,IS5 family transposase,"Replication, recombination and repair",,
PSPTO_4699,PSPTO_4699,5313602,5327197,-,non-ribosomal peptide synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",Q87W61,
PSPTO_RS24305,PSPTO_RS24305,5328151,5329000,-,IS5 family transposase,"Replication, recombination and repair",,
PSPTO_4702,PSPTO_4702,5329495,5330472,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_4703,hopAQ1,5330802,5331053,+,type III effector,No COG annotation,A0A0M0VC60,
PSPTO_4704,corR,5331204,5331803,+,response regulator transcription factor,Transcription,A0A0Q0C4B5,
PSPTO_4705,corS,5331800,5333275,+,HAMP domain-containing histidine kinase,Signal transduction mechanisms,A0A0Q0D9M5,
PSPTO_RS24330,PSPTO_RS24330,5333503,5333679,+,hypothetical protein,No COG annotation,UPI000208EE23,
PSPTO_4707,cmaD,5333913,5334143,+,acyl carrier protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0M0V596,
PSPTO_4708,cmaE,5334154,5335002,+,alpha/beta fold hydrolase,Function unknown,A0A0N0FEY3,
PSPTO_4709,cmaA,5334999,5336786,+,L-allo-isoleucine:holo-[CmaA peptidyl-carrier protein] ligase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0M0V514,
PSPTO_4710,cmaB,5336773,5337702,+,chlorinating enzyme,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0N0W9C5,
PSPTO_4711,cmaC,5337712,5338134,+,coronamic acid synthetase CmaC,No COG annotation,A0A0N0FEU6,
PSPTO_4712,cmaT,5338201,5338905,+,alpha/beta fold hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",UPI00137916D5,
PSPTO_4713,PSPTO_4713,5338911,5339549,+,alanyl-tRNA editing protein,Function unknown,A0A0M0V5R4,
PSPTO_4714,cmaU,5339568,5340179,+,LysE family transporter,Amino acid transport and metabolism,A0A0N0FEZ7,
PSPTO_RS24375,PSPTO_RS24375,5340332,5340532,-,IS5/IS1182 family transposase,"Replication, recombination and repair",,
PSPTO_4716,PSPTO_4716,5341350,5341859,+,hypothetical protein,No COG annotation,UPI0001AF36A7,
PSPTO_4717,PSPTO_4717,5341885,5342136,+,hypothetical protein,No COG annotation,UPI000467D950,
PSPTO_RS24390,PSPTO_RS24390,5342146,5342565,+,hypothetical protein,No COG annotation,A0A0M0UNA9,
PSPTO_4718,hopAA1-2,5342748,5344121,-,hypothetical protein,Function unknown,UPI0002F0164F,
PSPTO_4719,PSPTO_4719,5344569,5344736,+,hypothetical protein,No COG annotation,A0A0M0UN41,
PSPTO_RS24400,PSPTO_RS24400,5344790,5344891,+,IS5/IS1182 family transposase,"Replication, recombination and repair",,
PSPTO_4720,hopV1,5345081,5345962,-,hypothetical protein,No COG annotation,UPI000467A12B,
PSPTO_4721,shcV,5346338,5346634,-,CesT family type III secretion system chaperone,Function unknown,UPI0001AF4C3D,
PSPTO_4722,hopAO1,5347118,5348524,-,effector protein hopD2,Signal transduction mechanisms,A0A0Q0BND0,
PSPTO_4723,PSPTO_4723,5349028,5349324,-,DUF1330 domain-containing protein,Function unknown,A0A3M6HF91,
PSPTO_4725,PSPTO_4725,5350688,5351665,+,IS5 family transposase,"Replication, recombination and repair",A0A0M0UX98,
PSPTO_4726,PSPTO_4726,5351919,5353451,+,hypothetical protein,No COG annotation,A0A0Q0BHX4,
PSPTO_4727,hopG1,5353685,5355166,-,type III effector HopG1,No COG annotation,G3XCJ2,
PSPTO_RS24440,PSPTO_RS24440,5356088,5356507,+,transposase,"Replication, recombination and repair",,
PSPTO_4729,PSPTO_4729,5356558,5357367,-,AAA family ATPase,"Replication, recombination and repair",A0A099SW04,
PSPTO_4730,PSPTO_4730,5357364,5358386,-,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7,
PSPTO_RS24455,PSPTO_RS24455,5358473,5359036,+,IS5 family transposase,"Replication, recombination and repair",,
PSPTO_RS24460,PSPTO_RS24460,5359156,5359782,+,type III secretion system effector protein,Function unknown,,
PSPTO_RS24465,PSPTO_RS24465,5359944,5360336,+,hypothetical protein,Nucleotide transport and metabolism,,
PSPTO_4733,PSPTO_4733,5361115,5361597,-,hypothetical protein,No COG annotation,UPI00016EB072,
PSPTO_4734,PSPTO_4734,5362019,5362246,-,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0N0FF03,
PSPTO_4735,hrpB,5362728,5365250,-,ATP-dependent helicase HrpB,"Replication, recombination and repair",Q87W38,
PSPTO_RS24485,PSPTO_RS24485,5365336,5365671,-,IS66 family transposase,"Replication, recombination and repair",,
PSPTO_4737,PSPTO_4737,5365761,5367314,-,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_4738,tnpB,5367332,5367688,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_RS24500,tnpB,5367734,5368081,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI00132FC2C1,
PSPTO_RS24505,PSPTO_RS24505,5368168,5368257,-,transposase,"Replication, recombination and repair",,
PSPTO_4741,PSPTO_4741,5368513,5368935,-,hypothetical protein,No COG annotation,A0A0N8QCW6,
PSPTO_4742,PSPTO_4742,5368939,5370987,-,integrase,"Replication, recombination and repair",A0A0N0FEX6,
PSPTO_4743,PSPTO_4743,5370987,5372882,-,hypothetical protein,"Replication, recombination and repair",UPI00039F2F6F,
PSPTO_4744,PSPTO_4744,5372875,5374362,-,site-specific integrase,"Replication, recombination and repair",A0A0Q0FZV4,
PSPTO_RS24530,hrpB,5374442,5376565,-,ATP-dependent helicase HrpB,"Replication, recombination and repair",,
PSPTO_5632,PSPTO_5632,5376580,5378961,+,ClbS/DfsB family four-helix bundle protein,No COG annotation,UPI00039E2BEF,
