,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
STM3671,yiaM,3858220,3858693,+,putative transporter,Carbohydrate transport and metabolism,,"crp,ihf,rpoD,rpoE,yiaJ"
STM3672,yiaN,3858696,3859973,+,putative DedA family%2C membrane protein,Carbohydrate transport and metabolism,,"crp,ihf,rpoD,rpoE,yiaJ"
STM3673,yiaO,3859985,3860971,+,putative dicarboxylate-binding periplasmic protein,Carbohydrate transport and metabolism,,"crp,ihf,rpoD,rpoE,yiaJ"
STM3674,lyxK,3860975,3862471,+,cryptic L-xylulose kinase,Carbohydrate transport and metabolism,,"crp,ihf,rpoD,rpoE,yiaJ"
STM3675,sgbH,3862468,3863130,+,putative 3-hexulose-6-phosphate isomerase,Carbohydrate transport and metabolism,,"crp,ihf,rpoD,rpoE,yiaJ"
STM3676,sgbU,3863123,3863983,+,putative 3-hexulose-6-phosphate isomerase,Carbohydrate transport and metabolism,,"crp,ihf,rpoD,rpoE,yiaJ"
STM3678,STM3678,3864833,3865648,-,putative bacterial regulatory helix-turn-helix protein,Transcription,,
STM3679,STM3679,3865912,3867867,+,putative cytoplasmic protein,Function unknown,,
STM3680,aldB,3867985,3869523,-,aldehyde dehydrogenase B,Energy production and conversion,,"crp,fis,rpoS"
STM3681,STM3681,3869692,3870573,+,putative transcriptional regulator,Carbohydrate transport and metabolism,,
STM3682,selB,3870858,3872708,-,selenocysteinyl-tRNA-specific translation factor,"Translation, ribosomal structure and biogenesis",,
STM3683,selA,3872705,3874096,-,selenocysteine synthase,"Translation, ribosomal structure and biogenesis",,
STM3684,yibF,3874195,3874803,-,putative glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",,
STM3685,mtlA,3875279,3877195,+,PTS family%2C mannitol-specific enzyme IIABC components,Carbohydrate transport and metabolism,,"cra,crp,fis,rpoD"
STM3686,mtlD,3877416,3878564,+,mannitol-1-phosphate dehydrogenase,Energy production and conversion,,"cra,crp,fis,rpoD"
STM3687,mtlR,3878561,3879151,+,repressor for mtl,Transcription,,"cra,crp,fis,rpoD"
STM3688,STM3688,3879161,3879370,-,putative cytoplasmic protein,Function unknown,,
STM3689,yibL,3879661,3880023,+,putative cytoplasmic protein,Function unknown,,
STM3690,STM3690,3880513,3881196,+,putative inner membrane lipoprotein,Function unknown,,
STM3692,lldP,3885924,3887579,+,LctP transporter,"Intracellular trafficking, secretion, and vesicular transport",,"arcA,crp,lldR,rpoD,ydcI"
STM3693,lldR,3887576,3888352,+,putative transcriptional GntR family regulator for lct operon,Transcription,,"arcA,crp,lldR,rpoD"
STM3694,lldD,3888349,3889539,+,L-lactate dehydrogenase,Coenzyme transport and metabolism,,"arcA,crp,lldR,rpoD"
STM3695,yibK,3889603,3890076,+,putative tRNA/rRNA methyltransferase,"Translation, ribosomal structure and biogenesis",,
STM3696,STM3696,3890144,3891148,-,putative transcriptional regulator,Transcription,,
STM3697,STM3697,3891467,3892663,+,putative mandelate racemase,Cell wall/membrane/envelope biogenesis,,
STM3699,cysE,3894130,3894951,-,serine acetyltransferase,Amino acid transport and metabolism,,sutR
STM3700,gpsA,3895029,3896048,-,glycerol-3-phosphate dehydrogenase (NAD+),Lipid transport and metabolism,,"crp,rpoD"
STM3701,secB,3896048,3896515,-,molecular chaperone in protein export,"Intracellular trafficking, secretion, and vesicular transport",,"crp,rpoD"
STM3702,grxC,3896559,3896810,-,glutaredoxin 3,"Post-translational modification, protein turnover,and chaperones",,rpoD
STM3703,yibN,3896897,3897328,-,putative rhodanese-related sulfurtransferases,Inorganic ion transport and metabolism,,"fnr,rpoD"
STM3704,pmgI,3897576,3899120,+,phosphoglyceromutase,Carbohydrate transport and metabolism,,"cra,fnr,rpoS"
STM3705,yibP,3899130,3900413,+,putative membrane protein,"Cell cycle control, cell division, chromosome partitioning",,"cra,fnr,rpoS"
STM3706,yigQ,3900417,3901379,+,putative periplasmic protein,Function unknown,,"cra,fnr,rpoS,yeiE"
STM3707,yibD,3901366,3902400,-,putative glycosyltransferase,Function unknown,,"nsrR,phoB,rpoD"
STM3708,tdh,3902894,3903919,-,threonine 3-dehydrogenase,Energy production and conversion,,"lrp,rpoD"
STM3709,kbl,3903929,3905125,-,2-amino-3-ketobutyrate CoA ligase,Coenzyme transport and metabolism,,"lrp,rpoD"
STM3710,rfaD,3905328,3906260,+,ADP-L-glycero-D-mannoheptose-6-epimerase,Nucleotide transport and metabolism,,"nac,rpoD,rpoE,rpoH"
STM3711,rfaF,3906263,3907309,+,ADP-heptose%3B LPS heptosyltransferase 1,Cell wall/membrane/envelope biogenesis,,"nac,rpoD,rpoE,rpoH"
STM3712,rfaC,3907309,3908262,+,heptosyl transferase I,Cell wall/membrane/envelope biogenesis,,"nac,rpoD,rpoE,rpoH"
STM3713,rfaL,3908302,3909516,+,O-antigen ligase,Cell wall/membrane/envelope biogenesis,,
STM3715,rfaZ,3910819,3911628,-,lipopolysaccharide core biosynthesis protein,Function unknown,,"marA,nac,rpoD,soxS"
STM3717,rfaJ,3912499,3913509,-,UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase,Cell wall/membrane/envelope biogenesis,,"nac,rpoD"
STM3718,rfaI,3913527,3914540,-,UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1%2C3-D-galactosyltransferase,Cell wall/membrane/envelope biogenesis,,"nac,rpoD"
STM3719,rfaB,3914546,3915625,-,UDP-D-galactose:(glucosyl)lipopolysaccharide-1%2C6-D-galactosyltransferase,Cell wall/membrane/envelope biogenesis,,"argR,nac,rpoD"
STM3720,yibR,3915695,3915928,-,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,,
STM3721,rfaP,3915960,3916757,-,lipopolysaccharide core biosynthesis protein,Nucleotide transport and metabolism,,"argR,nac,rpoD"
STM3722,rfaG,3916750,3917874,-,glucosyltransferase I,Cell wall/membrane/envelope biogenesis,,"argR,nac,rpoD"
STM3723,rfaQ,3917871,3918905,-,lipopolysaccharide core biosynthesis protein,Cell wall/membrane/envelope biogenesis,,"argR,nac,rpoD"
STM3724,kdtA,3919350,3920627,+,3-deoxy-D-manno-octulosonic-acid transferase,Cell wall/membrane/envelope biogenesis,,rpoD
STM3725,kdtB,3920636,3921115,+,phosphopantetheine adenylyltransferase,Nucleotide transport and metabolism,,rpoD
STM3726,mutM,3921143,3921952,-,formamidopyrimidine DNA glycosylase,"Replication, recombination and repair",,"arcA,rpoH"
STM3727,rpmG,3922050,3922217,-,50S ribosomal subunit protein L33,"Translation, ribosomal structure and biogenesis",,arcA
STM3728,rpmB,3922238,3922474,-,50S ribosomal subunit protein L28,"Translation, ribosomal structure and biogenesis",,arcA
STM3730,dfp,3923530,3924753,+,flavoprotein,Coenzyme transport and metabolism,,
STM3731,dut,3924734,3925189,+,deoxyuridinetriphosphatase,Nucleotide transport and metabolism,,rpoD
STM3732,ttk,3925297,3925893,+,putative TetR/ArcR family transcriptional regulator,"Cell cycle control, cell division, chromosome partitioning",,rpoD
STM3733,pyrE,3925971,3926612,-,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,,
STM3734,rph,3926691,3927407,-,RNase PH,"Translation, ribosomal structure and biogenesis",,
STM3735,yicC,3927533,3928396,+,putative stress-induced protein,Function unknown,,
STM3736,STM3736,3928446,3929348,-,putative LysR family transcriptional regulator,Transcription,,
STM3737,STM3737,3929422,3930303,+,putative Zn-dependent hydrolase,Function unknown,,
STM3738,yigC,3930554,3931171,+,putative inner membrane protein,Function unknown,,ydcI
STM3739,yicF,3931168,3932853,-,putative DNA ligase,Coenzyme transport and metabolism,,
STM3740,gmk,3933110,3933733,+,guanylate kinase,Nucleotide transport and metabolism,,"nac,rpoD"
STM3741,rpoZ,3933788,3934063,+,RNA polymerase%2C omega subunit,Transcription,,"nac,rpoD"
STM3742,spoT,3934082,3936193,+,(p)ppGpp synthetase II,Transcription,,"nac,rpoD"
STM3743,spoU,3936198,3936887,+,putative tRNA/rRNA methyltransferase,"Translation, ribosomal structure and biogenesis",,"nac,rpoD"
STM3744,recG,3936893,3938974,+,DNA helicase,"Replication, recombination and repair",,"nac,rpoD"
STM3746,gltS,3939831,3941036,-,GltS family glutamate transport protein,Inorganic ion transport and metabolism,,
STM3747,yicE,3941264,3942655,+,putative NCS2 family purine/xanthine transport protein,Nucleotide transport and metabolism,,purR
STM3748,yicH,3942776,3944485,+,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,,yeiE
STM3749,yicI,3944588,3946906,-,putative alpha-xylosidase,Carbohydrate transport and metabolism,,rpoE
STM3750,yicJ,3946918,3948300,-,putative GPH family transport protein,Carbohydrate transport and metabolism,,rpoE
STM3752,STM3752,3948999,3949343,-,putative cytoplasmic protein,No COG annotation,,
STM3755,rhuM,3951745,3952782,+,putative cytoplasmic protein,Function unknown,,
STM3756,rmbA,3954081,3954698,+,putative cytoplasmic protein,Transcription,,
STM3757,misL,3954773,3957640,+,putative autotransported protein,Cell wall/membrane/envelope biogenesis,,
STM3759,marT,3958210,3959067,-,putative transcriptional regulatory protein,Transcription,,
STM3761,slsA,3959851,3960531,+,putative inner membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism",,
STM3762,cigR,3960760,3961239,-,putative inner membrane protein,Function unknown,,
STM3763,mgtB,3961554,3964280,-,Mg2+ transport protein,Inorganic ion transport and metabolism,,
STM3764,mgtC,3964500,3965195,-,Mg2+ transport protein,Function unknown,,
STM3765,yicL,3965704,3966606,+,putative permease,Amino acid transport and metabolism,,
STM3766,STM3766,3966649,3967590,-,putative cytoplasmic protein,Function unknown,,
STM3767,STM3767,3967826,3968569,-,putative cytoplasmic protein,Function unknown,,
STM3769,STM3769,3969669,3970529,-,putative phosphotransferase system enzyme II,Carbohydrate transport and metabolism,,
STM3770,STM3770,3970526,3971275,-,putative phosphotransferase system enzyme IIC,Carbohydrate transport and metabolism,,
STM3771,STM3771,3971421,3971906,-,putative phosphotransferase system enzyme IIB,Carbohydrate transport and metabolism,,
STM3772,STM3772,3971917,3972342,-,putative phosphotransferase system enzyme IIA,Carbohydrate transport and metabolism,,
STM3773,STM3773,3972561,3975359,-,putative NtrC family transcriptional regulator,Transcription,,
STM3774,STM3774,3975556,3975849,+,putative inner membrane protein,No COG annotation,,
STM3775,STM3775,3975955,3977337,+,putative glycosyl hydrolase family,Carbohydrate transport and metabolism,,
STM3777,STM3777,3978806,3979165,+,putative cytoplasmic protein,Function unknown,,
STM3778,STM3778,3979149,3979472,+,putative helix-turn-helix protein,Transcription,,
STM3779,STM3779,3979563,3979832,-,putative phosphotransferase system,Carbohydrate transport and metabolism,,
STM3780,STM3780,3979842,3980702,-,putative fructose-bisphosphate aldolase class-II,Nucleotide transport and metabolism,,
STM3781,STM3781,3980765,3982249,-,putative sugar (pentulose and hexulose) kinase,Carbohydrate transport and metabolism,,
STM3782,STM3782,3982242,3983600,-,putative PTS system galactitol-specific enzyme IIC component,Carbohydrate transport and metabolism,,
STM3783,STM3783,3983676,3983963,-,putative periplasmic protein,Carbohydrate transport and metabolism,,
STM3784,STM3784,3983960,3984433,-,putative phosphotransferase system mannitol/fructose-specific IIA domain containing protein,Carbohydrate transport and metabolism,,
STM3785,STM3785,3984451,3985194,-,putative gntR family regulatory protein,Transcription,,"mngR,rpoD"
STM3786,yicN,3985547,3985999,-,putative inner membrane protein,Function unknown,,
STM3787,uhpT,3986192,3987583,-,MFS family hexose phosphate transport protein,Carbohydrate transport and metabolism,,"crp,rpoD,uhpA,uvrY,yeiE"
STM3788,uhpC,3987726,3989054,-,regulator of uhpT expression,Carbohydrate transport and metabolism,,crp
STM3789,uhpB,3989064,3990566,-,sensory histidine kinase in two-component regulatory sytem with UhpA,Signal transduction mechanisms,,crp
STM3790,uhpA,3990566,3991156,-,response regulator (repressor) in two-component regulatory system wtih UhpB,Transcription,,crp
STM3791,STM3791,3991231,3992244,-,putative cytoplasmic protein,Function unknown,,
STM3792,STM3792,3992256,3993572,-,putative L-fucose permease,Carbohydrate transport and metabolism,,"crp,fucR,rpoD"
STM3793,STM3793,3993603,3994523,-,putative sugar kinase,Coenzyme transport and metabolism,,
STM3794,STM3794,3994848,3995633,+,putative deoR family regulatory protein,Transcription,,
STM3795,ilvN,3995635,3995925,-,acetolactate synthase I%2C small subunit,Amino acid transport and metabolism,,"crp,leu-tRNA,lrp,rpoD,val-tRNA,yeiE"
STM3796,ilvB,3995929,3997617,-,acetolactate synthase I%2C large subunit,Coenzyme transport and metabolism,,"crp,leu-tRNA,lrp,rpoD,val-tRNA"
STM3796A,STM3796A,3998638,3999498,+,integral membrane protein,Amino acid transport and metabolism,,
STM3800,dsdC,4001961,4002884,-,LysR family transcriptional activator,Transcription,,"dsdC,nsrR,rpoD"
STM3801,dsdX,4003110,4004447,+,putative Gnt family transport protein,Amino acid transport and metabolism,,"crp,dsdC,rpoD"
STM3802,dsdA,4004465,4005787,+,D-serine deaminase,Amino acid transport and metabolism,,"crp,dsdC,rpoD"
STM3803,yidF,4005869,4006399,-,putative cytoplasmic protein,Energy production and conversion,,
STM3804,yidG,4006396,4006758,-,putative inner membrane protein,Function unknown,,
STM3805,yidH,4006748,4007095,-,putative inner membrane protein,Function unknown,,
STM3807,yidE,4007539,4009200,-,putative transport protein,"Intracellular trafficking, secretion, and vesicular transport",,
STM3808,ibpB,4009390,4009818,-,small heat shock protein,"Post-translational modification, protein turnover,and chaperones",,"ihf,nac,rpoH,rpoN"
STM3809,ibpA,4009928,4010341,-,small heat shock protein,"Post-translational modification, protein turnover,and chaperones",,"nac,rpoH"
STM3810,yidQ,4010648,4010983,+,putative outer membrane lipoprotein,Function unknown,,"cpxR,nac,rpoE"
STM3811,yidR,4010985,4012211,-,putative cytoplasmic protein,"Intracellular trafficking, secretion, and vesicular transport",,
STM3813,ccmG,4013373,4013930,-,heme lyase disulfide oxidoreductase,Energy production and conversion,,"flhD;flhC,fnr,modE,nac,narL,narP,rpoD"
STM3814,ccmF,4013927,4015858,-,cytochrome c-type biogenesis protein,"Post-translational modification, protein turnover,and chaperones",,"flhD;flhC,fnr,modE,nac,narL,narP,rpoD"
STM3815,ccmE,4015855,4016334,-,periplasmic heme-dependent peroxidase,"Post-translational modification, protein turnover,and chaperones",,"flhD;flhC,fnr,modE,nac,narL,narP,rpoD"
STM3817,ccmC,4016540,4017277,-,ABC superfamily (membrane) heme exporter protein,"Post-translational modification, protein turnover,and chaperones",,"flhD;flhC,fnr,modE,nac,narL,narP,rpoD"
STM3818,ccmB,4017329,4017988,-,heme exporter protein,"Post-translational modification, protein turnover,and chaperones",,"flhD;flhC,fnr,modE,nac,narL,narP,rpoD"
STM3820,STM3820,4018608,4020008,-,putative cytochrome c peroxidase,Energy production and conversion,,"fnr,oxyR,rpoD"
STM3821,torD,4020198,4020830,-,cytoplasmic chaperone which interacts with TorA,"Post-translational modification, protein turnover,and chaperones",,"nac,narL,rpoD,torR,yeiE"
STM3822,torA,4020823,4023375,-,trimethylamine N-oxide reductase subunit,Energy production and conversion,,"nac,narL,rpoD,torR"
STM3823,torC,4023365,4024549,-,trimethylamine N-oxide reductase,Energy production and conversion,,"nac,narL,rpoD,torR"
STM3824,torR,4024679,4025371,+,response regulator in multi-component regualtory system wtih TorS (sensory kinase) and TorT (periplasmic sensor),Transcription,,"rpoD,torR"
STM3825,torT,4025344,4026384,-,periplasmic sensor in multi-comopnent regulatory system with TorS (sensory kinase) and TorR (regulator),Carbohydrate transport and metabolism,,
STM3826,torS,4026464,4029199,+,sensory kinase in multi-component regulatory system with TorR (regulator) and TorT (periplasmic sensor),Signal transduction mechanisms,,ybiH
STM3827,dgoT,4029225,4030562,-,MFS family D-galactonate transport protein,Carbohydrate transport and metabolism,,
STM3828,dgoA,4030647,4031795,-,galactonate dehydratase,Cell wall/membrane/envelope biogenesis,,
STM3829,dgoK,4032393,4033271,-,2-oxo-3-deoxygalactonate kinase,Carbohydrate transport and metabolism,,
STM3830,dgoR,4033268,4033957,-,galactonate operon transcriptional repressor,Transcription,,
STM3831,yidA,4034218,4035063,-,putative hydrolase of the HAD superfamily,Function unknown,,
STM3832,STM3832,4035369,4036631,+,putative permease,Carbohydrate transport and metabolism,,
STM3833,STM3833,4036645,4037838,+,putative mandelate racemase,Cell wall/membrane/envelope biogenesis,,
STM3834,STM3834,4037953,4038849,+,putative LysR family transcriptional regulator,Transcription,,
STM3835,gyrB,4038868,4041282,-,DNA gyrase%2C subunit B,"Replication, recombination and repair",,"fis,rpoD,rpoS"
STM3836,recF,4041311,4042384,-,gap repair protein,"Replication, recombination and repair",,"arcA,argP,dnaA,fnr,nac,rpoD,rpoS"
STM3837,dnaN,4042532,4043632,-,DNA polymerase III%2C beta-subunit,"Replication, recombination and repair",,"arcA,argP,dnaA,fnr,nac,rpoD,rpoS"
STM3838,dnaA,4043637,4045037,-,DNA replication initiator protein,"Replication, recombination and repair",,"arcA,argP,dnaA,fnr,nac,rpoD"
STM3839,rpmH,4045698,4045838,+,50S ribosomal subunit protein L34,"Translation, ribosomal structure and biogenesis",,"arcA,fnr,nac"
STM3840,rnpA,4045855,4046214,+,RNase P,"Translation, ribosomal structure and biogenesis",,"arcA,fnr,nac"
STM3842,yidC,4046438,4048084,+,putative preprotein translocase subunit YidC,"Intracellular trafficking, secretion, and vesicular transport",,ybaQ
STM3843,trmE,4048226,4049590,+,GTPase for tRNA modification and thiophene and furan oxidation,Nucleotide transport and metabolism,,
STM3845,STM3845,4051391,4052353,+,putative inner membrane protein,Transcription,,
STM3846,STM3846,4052419,4053288,+,putative reverse transcriptase,"Replication, recombination and repair",,
STM3847,yidY,4054090,4055277,+,putative MFS family tranport protein,"Intracellular trafficking, secretion, and vesicular transport",,"nac,trpR,yeiE"
STM3848,yidZ,4055246,4056205,+,putative LysR family transcriptional regulator,Transcription,,yeiE
STM3849,yieE,4056363,4057118,+,putative cytoplasmic protein,Coenzyme transport and metabolism,,"arcA,nac,rpoE"
STM3850,yieF,4057118,4057702,+,putative oxidoreductase,Function unknown,,"nac,rpoE"
STM3851,yieG,4057747,4059210,-,putative xanthine/uracil permeases family,Function unknown,,nac
STM3852,yieH,4059253,4059918,+,putative phosphatase/phosphohexomutase,Function unknown,,nac
STM3853,phoU,4060013,4060738,-,regulatory gene for high affinity phosphate uptake,Inorganic ion transport and metabolism,,"fnr,ihf,phoB,rpoD,rpoS"
STM3854,pstB,4060753,4061526,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,,"fnr,ihf,phoB,rpoD,rpoS"
STM3855,pstA,4061613,4062503,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,,"fnr,ihf,phoB,rpoD,rpoS"
STM3856,pstC,4062503,4063462,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,,"fnr,ihf,phoB,rpoD,rpoS"
STM3857,pstS,4063598,4064638,-,high-affinity phosphate transporter,Inorganic ion transport and metabolism,,"fnr,ihf,phoB,rpoD,rpoS"
STM3858,STM3858,4064805,4066178,-,putative phosphotransferase system fructose-specific component IIB,Carbohydrate transport and metabolism,,
STM3859,STM3859,4066227,4067045,-,putative shikimate,Amino acid transport and metabolism,,
STM3860,STM3860,4067140,4068897,+,putative dipeptide/oligopeptide/nickel ABC-type transport systems,Transcription,,
STM3861,glmS,4069048,4070877,-,L-glutamine:D-fructose-6-phosphate aminotransferase,Cell wall/membrane/envelope biogenesis,,"nagC,rpoD"
STM3862,glmU,4071066,4072436,-,N-acetyl glucosamine-1-phosphate uridyltransferase,Cell wall/membrane/envelope biogenesis,,"nagC,rpoD"
STM3863,STM3863,4072756,4073454,-,putative permease,Function unknown,,
STM3864,atpC,4073684,4074103,-,membrane-bound ATP synthase%2C F1 sector%2C epsilon-subunit,Energy production and conversion,,"argR,rpoD"
STM3865,atpD,4074124,4075506,-,membrane-bound ATP synthase%2C F1 sector%2C beta-subunit,Nucleotide transport and metabolism,,"argR,rpoD"
STM3866,atpG,4075533,4076396,-,membrane-bound ATP synthase%2C F1 sector%2C gamma-subunit,Energy production and conversion,,"argR,rpoD"
STM3867,atpA,4076447,4077988,-,membrane-bound ATP synthase%2C F1 sector%2C alpha-subunit,Nucleotide transport and metabolism,,"argR,rpoD"
STM3868,atpH,4078001,4078534,-,membrane-bound ATP synthase%2C F1 sector%2C delta-subunit,Energy production and conversion,,"argR,rpoD,yeiE"
STM3869,atpF,4078549,4079019,-,membrane-bound ATP synthase%2C F0 sector%2C subunit b,Energy production and conversion,,"argR,rpoD"
STM3871,atpB,4079365,4080180,-,membrane-bound ATP synthase%2C F0 sector%2C subunit a,Energy production and conversion,,"argR,rpoD"
STM3872,atpI,4080189,4080569,-,membrane-bound ATP synthase subunit%2C F1-F0-type proton-ATPase,Energy production and conversion,,"argR,rpoD"
STM3873,gidB,4081185,4081808,-,associated with glucose-inhibited division,"Translation, ribosomal structure and biogenesis",,"rpoD,rpoS"
STM3874,gidA,4081911,4083800,-,associated with glucose-inhibited division,"Cell cycle control, cell division, chromosome partitioning",,"asnC,nac,rpoD,rpoS"
STM3875,mioC,4084179,4084622,-,initiation of chromosome replication,Energy production and conversion,,"asnC,mraZ,nac,rpoD"
STM3876,asnC,4084712,4085170,-,transcriptional regulator for asnA%2C gidA,Transcription,,"asnC,gadE,nac,rpoD"
STM3877,asnA,4085321,4086313,+,asparagine synthetase A,Nucleotide transport and metabolism,,"asnC,nac,rpoD"
STM3878,yieM,4086318,4087742,-,putative inner membrane protein,Function unknown,,"fnr,rpoS"
STM3879,yieN,4087763,4089259,-,putative regulator protein,Function unknown,,"fnr,rpoS"
STM3880,kup,4089607,4091475,+,KUP family low affinity potassium transport system,Inorganic ion transport and metabolism,,fnr
STM3881,rbsD,4091672,4092091,+,D-ribose high-affinity transport system,Carbohydrate transport and metabolism,,"crp,rbsR,rpoD"
STM3882,rbsA,4092099,4093604,+,D-ribose high-affinity transport protein,Carbohydrate transport and metabolism,,"crp,rbsR,rpoD,ybiH,yeiE"
STM3883,rbsC,4093610,4094575,+,D-ribose high-affinity transport protein (1st module%2C ATP-binding subunit),Carbohydrate transport and metabolism,,"crp,rbsR,rpoD"
STM3884,rbsB,4094600,4095490,+,D-ribose transport protein,Carbohydrate transport and metabolism,,"crp,rbsR,rpoD"
STM3885,rbsK,4095624,4096553,+,ribokinase,Coenzyme transport and metabolism,,"crp,rbsR,rpoD"
STM3886,rbsR,4096557,4097555,+,transcriptional repressor for rbs operon (GalR/LacI family),Transcription,,"crp,rbsR,rpoD"
STM3888,yieP,4098960,4099664,-,putative gntR family regulatory protein,Transcription,,
STM3897,yifA,4105558,4106406,-,putative LysR family transcriptional regulator,Transcription,,"h-NS,rpoS"
STM3898,yifE,4106513,4106851,+,putative LysR type transcriptional regulator with pssR,Function unknown,,
STM3899,yifB,4106876,4108396,-,putative magnesium chelatase%2C subunit ChlI,"Post-translational modification, protein turnover,and chaperones",,
STM3901,ilvG,4108986,4110632,+,acetolactate synthase II%2C large subunit,Coenzyme transport and metabolism,,
STM3902,ilvM,4110632,4110892,+,acetolactate synthase II%2C small subunit,Function unknown,,"ihf,ile-tRNA,leu-tRNA,lrp,rpoD,val-tRNA"
STM3903,ilvE,4110910,4111839,+,branched-chain amino-acid aminotransferase,Amino acid transport and metabolism,,"ihf,ile-tRNA,leu-tRNA,lrp,rpoD,val-tRNA"
STM3904,ilvD,4112000,4113850,+,dihydroxyacid dehydratase,Amino acid transport and metabolism,,"ihf,ile-tRNA,leu-tRNA,lrp,rpoD,val-tRNA"
STM3905,ilvA,4113853,4115397,+,threonine deaminase,Amino acid transport and metabolism,,"ihf,ile-tRNA,leu-tRNA,lrp,rpoD,val-tRNA"
STM3906,STM3906,4115681,4115998,+,putative cytoplasmic protein,Function unknown,,
STM3907,STM3907,4115995,4116336,+,putative cytoplasmic protein,Transcription,,
STM3908,ilvY,4116339,4117226,-,positive LysR family regulator for ilvC,Transcription,,"ilvY,rpoD,rpoS"
STM3909,ilvC,4117390,4118865,+,ketol-acid reductoisomerase,Nucleotide transport and metabolism,,"ilvY,rpoD"
STM3910,ppiC,4118957,4119238,-,peptidyl-prolyl cis-trans isomerase C,"Post-translational modification, protein turnover,and chaperones",,nac
STM3912,rep,4119776,4121800,+,rep helicase,"Replication, recombination and repair",,"nac,rpoD"
STM3913,gppA,4121840,4123321,-,guanosine pentaphosphatase,Nucleotide transport and metabolism,,
STM3914,rhlB,4123440,4124705,-,putative helicase,Nucleotide transport and metabolism,,arcA
STM3915,trxA,4124849,4125178,+,thioredoxin 1,"Post-translational modification, protein turnover,and chaperones",,"arcA,crp,rpoD"
STM3917,rho,4125597,4126856,+,transcription termination factor Rho,Nucleotide transport and metabolism,,arcA
STM3918,rfe,4127086,4128189,+,undecaprenyl-phosphate N-acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,,"nac,nsrR,rpoD"
STM3919,wzzE,4128201,4129247,+,modulator of enterobacterial common antigen (ECA) polysaccharide chain length,Cell wall/membrane/envelope biogenesis,,"nac,nsrR,rpoD"
STM3920,wecB,4129303,4130433,+,UDP-N-acetyl glucosamine-2-epimerase,Cell wall/membrane/envelope biogenesis,,"nac,nsrR,rpoD"
STM3921,wecC,4130430,4131692,+,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,Cell wall/membrane/envelope biogenesis,,"nac,nsrR,rpoD"
STM3922,rffG,4131692,4132759,+,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,,"nac,nsrR,rpoD"
STM3923,rffH,4132792,4133016,+,glucose-1-phosphate thymidyl transferase,Cell wall/membrane/envelope biogenesis,,
STM3925,wecE,4133676,4134806,+,TDP-4-oxo-6-deoxy-D-glucose transaminase,Amino acid transport and metabolism,,"nac,nsrR,rpoD"
STM3926,wzxE,4134808,4136058,+,O-antigen translocase in LPS biosynthesis,"Intracellular trafficking, secretion, and vesicular transport",,"nac,nsrR,rpoD"
STM3927,STM3927,4136055,4137134,+,putative inner membrane protein,Energy production and conversion,,"nac,nsrR,rpoD"
STM3928,wecF,4137131,4138489,+,TDP-Fuc4NAc:lipidII transferase,Function unknown,,"nac,nsrR,rpoD"
STM3929,wecG,4138486,4139226,+,putative UDP-N-acetyl-D-mannosaminuronic acid transferase,Nucleotide transport and metabolism,,"nac,nsrR,rpoD"
STM3930,yifK,4139433,4140818,+,putative APC family amino-acid transport protein,"Intracellular trafficking, secretion, and vesicular transport",,
STM3935,hemY,4141935,4143134,-,protein for a late step of protoheme IX synthesis,Coenzyme transport and metabolism,,
STM3936,hemX,4143134,4144303,-,uroporphyrinogen III methylase,Coenzyme transport and metabolism,,
STM3937,hemD,4144325,4145065,-,uroporphyrinogen III synthase,Coenzyme transport and metabolism,,
STM3938,hemC,4145062,4146018,-,porphobilinogen deaminase,Coenzyme transport and metabolism,,
STM3939,cyaA,4146380,4148926,+,adenylate cyclase,Nucleotide transport and metabolism,,"crp,rpoD"
STM3940,STM3940,4149034,4149387,+,putative inner membrane protein,No COG annotation,,
STM3941,STM3941,4149573,4150115,+,putative inner membrane protein,No COG annotation,,
STM3943,cyaY,4150560,4150880,-,putative frataxin family transport protein,Inorganic ion transport and metabolism,,
STM3944,STM3944,4150950,4151339,-,putative inner membrane protein,Function unknown,,
STM3946,yifL,4152035,4152238,+,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,rpoD
STM3947,dapF,4152272,4153099,+,diaminopimelate epimerase,Amino acid transport and metabolism,,rpoD
STM3948,yigA,4153096,4153803,+,putative cytoplasmic protein,Function unknown,,rpoD
STM3949,xerC,4153800,4154702,+,putative site-specific integrase/recombinase,"Replication, recombination and repair",,rpoD
STM3950,yigB,4154702,4155418,+,putative hydrolase of the HAD superfamily,Function unknown,,rpoD
