,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_37930,3894030,3894401,-1,ywdK,371,ywdI->ywdK,Function unknown,unknown,unknown,-,,TnrA
BSU_37940,3894463,3895785,-1,ywdJ,1322,ywdI->ywdK,Nucleotide transport and metabolism,unknown,unknown,-,,TnrA
BSU_37950,3895805,3896161,-1,ywdI,356,ywdI->ywdK,Function unknown,unknown,unknown,-,,TnrA
BSU_37960,3896290,3897660,1,ywdH,1370,ywdH,Energy production and conversion,unknown,similar to aldehyde dehydrogenase,-,,
BSU_37970,3897685,3898362,-1,ung,677,"ung, ywdF->ung","Replication, recombination and repair",uracil-DNA glycosylase,uracil-DNA glycosylase,-,,
BSU_37980,3898376,3899182,-1,ywdF,806,ywdF->ung,Function unknown,unknown,similar to glycosyltransferase,-,,
BSU_37990,3899272,3899805,-1,ywdE,533,,No COG category,unknown,unknown,-,,
BSU_38000,3899853,3900488,-1,ywdD,635,,Function unknown,unknown,unknown,-,,
BSU_38018,3900481,3900819,-1,ywzG,338,,Transcription,unknown,similar to transcription factor,-,,
BSU_38020,3900963,3901778,1,pdxK,815,pdxK,Coenzyme transport and metabolism,"pyridoxine, pyridoxal, and pyridoxamine kinase","pyridoxine, pyridoxal, and pyridoxamine kinase",-,,
BSU_38030,3901868,3902116,-1,ywdA,248,sacP->ywdA,No COG category,unknown,unknown,-,,"SigA,SacT,CcpA"
BSU_38040,3902210,3903649,-1,sacA,1439,sacP->ywdA,Carbohydrate transport and metabolism,phosphosucrase,phosphosucrase,-,,"SigA,SacT,CcpA"
BSU_38050,3903646,3905031,-1,sacP,1385,sacP->ywdA,No COG category,"sucrose-specific [[category|SW 1.2.2|PTS]] permease, EIIBC component","sucrose permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIBC of the [[category|SW 1.2.2|PTS]], [[category|SW 3.4.3]], control of [[protein|6796E1C147AA21E919A42A953884DC24E182F430]] activity",-,,"SigA,SacT,CcpA"
BSU_38060,3905333,3906103,1,ywcJ,770,ywcJ,Inorganic ion transport and metabolism,unknown,similar to nitrate channel,-,,Rex
BSU_38070,3906142,3906972,-1,sacT,830,"sacT, ywcI->sacT",Transcription,transcriptional antiterminator,transcriptional antiterminator for the [[gene|AE02C38397AA790E4B216BB6DBABFE907B984D05]]-[[gene|8C2DD87E0351BBEE0FD8C0462087CCAD7459AA88]]-[[gene|803ED978141A0E09F1F9CAECAB4BA839D480241F]] operon,-,,DnaA
BSU_38080,3907012,3907314,-1,ywcI,302,ywcI->sacT,No COG category,unknown,unknown,-,,DnaA
BSU_38090,3907844,3910264,1,vpr,2420,vpr,"Post-translational modification, protein turnover, and chaperones",minor extracellular serine protease,minor extracellular serine protease,-,,"PhoP,DnaA,CodY,LexA,SigH"
BSU_38100,3910302,3911303,-1,ywcH,1001,nfrA->ywcH,No COG category,unknown,similar to monooxygenase,-,,"Spo0A,Spx,SigA,SigD"
BSU_38110,3911477,3912226,-1,nfrA,749,nfrA->ywcH,No COG category,FMN-containing NADPH-linked nitro/flavin reductase,"[[protein|2C6386E9A63F410558D168798D077DF91590F454]]-dependent FMN-containing NADPH-linked nitro/flavin reductase, stress protein",-,,"Spo0A,Spx,SigA,SigD"
BSU_38120,3912332,3913513,-1,rodA,1181,rodA,Cell cycle control and cell division,SEDS family peptidoglycan glycosyltransferase,"SEDS family peptidoglycan glycosyltransferase, control of cell shape and elongation",-,,SigM
BSU_38130,3914009,3914272,1,ywcE,263,ywcE,Function unknown,holin,"holin, required for spore morphogenesis and germination",-,,"ResD,SigA,AbrB"
BSU_38140,3914315,3914689,-1,qoxD,374,qoxA->qoxD,Energy production and conversion,cytochrome aa3 quinol oxidase (subunit IV),cytochrome aa3 quinol oxidase (subunit IV),-,,"CitB,stringent_response"
BSU_38150,3914691,3915305,-1,qoxC,614,qoxA->qoxD,Energy production and conversion,cytochrome aa3 quinol oxidase (subunit III),cytochrome aa3 quinol oxidase (subunit III),-,,"CitB,stringent_response"
BSU_38160,3915319,3917268,-1,qoxB,1949,qoxA->qoxD,No COG category,cytochrome aa3 quinol oxidase (subunit I),cytochrome aa3 quinol oxidase (subunit I),-,,"CitB,stringent_response"
BSU_38170,3917296,3918261,-1,qoxA,965,qoxA->qoxD,Energy production and conversion,cytochrome aa3 quinol oxidase (subunit II),cytochrome aa3 quinol oxidase (subunit II),-,,"CitB,stringent_response"
BSU_38180,3918777,3919022,1,ywzA,245,ywzA,No COG category,unknown,general stress protein,-,,SigB
BSU_38190,3919093,3920634,-1,galT,1541,"galK->galT, ywcC->galT",Carbohydrate transport and metabolism,galactose-1-phosphate uridylyltransferase,galactose-1-phosphate uridylyltransferase,-,,CcpA
BSU_38200,3920638,3921810,-1,galK,1172,"galK->galT, ywcC->galT",Carbohydrate transport and metabolism,galactokinase,galactokinase,-,,CcpA
BSU_38210,3921891,3922274,-1,gtcA,383,ywcC->galT,Function unknown,teichoic acid glycosylation protein,teichoic acid glycosylation protein,-,,
BSU_38220,3922292,3922963,-1,ywcC,671,ywcC->galT,No COG category,transcription repressor ([SW|TetR family]),"transcription repressor ([SW|TetR family]), controls [[gene|C17C296F3EB2E106C380E3B5D784F3FA63F4C9B7]] expression",-,,
BSU_38229,3923319,3923477,1,slrA,158,slrA,No COG category,antagonist of [[protein|5A6FBAE6553343092862CB79E150F934978C32A9]] and [[protein|920F91E748EE079FF864011D9052B073567C41E4]],"negative regulator of the [SW|fla-che operon], anti-repressor, antagonist [[protein|5A6FBAE6553343092862CB79E150F934978C32A9]] for the repression of the [[gene|F6C4634BF871D9A01E27014FFED7527C54BF560D]]â†’[[gene|52A47B49B1FB955EE7E3C316B57A2B4134F78480]] and [[gene|8C13E1EF5437DD8F9906643DEDCBB18DABE3B9E3]]-[[gene|09B082BF39703F0D9A5980E643175DBD59F5B228]]-[[gene|BF97457E986656E4A9FE7A858F5BDF1759850D5C]] operons",-,,YwcC
BSU_38230,3923920,3924228,1,ywcB,308,ywcB->ywcA,Function unknown,unknown,unknown,-,,SigE
BSU_38240,3924225,3925766,1,ywcA,1541,ywcB->ywcA,Function unknown,unknown,similar to Na+-dependent acetate symporter,-,,SigE
BSU_38250,3925797,3926399,-1,ywbO,602,"efeB->ywbO, ywbO","Secondary metabolite biosynthesis, transport, and catabolism",unknown,similar to disulfide oxidoreductase,-,,"SigM,SigW,SigX"
BSU_38260,3926682,3927932,-1,efeB,1250,"efeU->efeB, efeB->ywbO",Inorganic ion transport and metabolism,heme peroxidase in elemental iron uptake,"elemental iron uptake system, heme peroxidase, converts ferrous iron (Fe(II) to ferric iron (FeIII))  for uptake by [[protein|B31884DC49684A276D65E21A5F59AFDADEB9749C]]-[[protein|3BED98E311EF380AE77327C7F0A83254805089C0]], peroxide detoxification under microaerobic conditions",-,,"SigM,SigA,SigW,SigX,Fur"
BSU_38270,3927951,3929108,-1,efeO,1157,efeU->efeB,Inorganic ion transport and metabolism,elemental iron uptake system (binding protein),"lipoprotein, elemental iron uptake system (binding protein), high affinity uptake of ferric iron (Fe(III))",-,,"SigM,SigA,SigW,SigX,Fur"
BSU_38280,3929105,3930550,-1,efeU,1445,efeU->efeB,Inorganic ion transport and metabolism,elemental iron uptake system (permease),"elemental iron uptake system (permease), high affinity uptake of ferric iron (Fe(III))",-,,"SigM,SigA,SigW,SigX,Fur"
BSU_38290,3930707,3931375,-1,thiE,668,ywbI->thiE,Coenzyme transport and metabolism,thiamine-phosphate pyrophosphorylase,thiamine-phosphate pyrophosphorylase,-,,SigA
BSU_38300,3931372,3932190,-1,thiM,818,ywbI->thiE,Coenzyme transport and metabolism,hydroxyethylthiazole kinase,hydroxyethylthiazole kinase,-,,SigA
BSU_38310,3932198,3933103,-1,ywbI,905,ywbI->thiE,Transcription,transcriptional regulator ([SW|LysR family]),"transcriptional regulator ([SW|LysR family]), activator of the [[gene|7DA08C189F5524D4874E2F4828264AB2671A5460]]-[[gene|2940E73F0BCAB69992BBD224402C95C2667757AD]] operon",-,,SigA
BSU_38320,3933209,3933595,1,ywbH,386,ywbH->ywbG,Function unknown,holin-like protein,holin-like protein,-,,YwbI
BSU_38330,3933577,3934254,1,ywbG,677,ywbH->ywbG,Cell wall/membrane/envelope biogenesis,holin-like auxilary protein,holin-like auxilary protein,-,,YwbI
BSU_38340,3934358,3935557,1,ywbF,1199,ywbF->ywbE,Amino acid transport and metabolism,unknown,unknown,-,,AbrB
BSU_38350,3935591,3935788,1,ywbE,197,ywbF->ywbE,Function unknown,unknown,unknown,-,,AbrB
BSU_38360,3935824,3937014,-1,ywbD,1190,ywbD,"Translation, ribosomal structure and biogenesis",putative ribosomal RNA large subunit methyltransferase,similar to ribosomal RNA large subunit methyltransferase I,-,,SinR
BSU_38370,3937135,3937515,1,glxA,380,glxA,Amino acid transport and metabolism,glyoxalase I,glyoxalase I,-,,
BSU_38380,3937553,3938230,-1,ywbB,677,"ywbB, ywbA->ywbB",Function unknown,unknown,unknown,-,,
BSU_38390,3938307,3939641,-1,ywbA,1334,ywbA->ywbB,No COG category,unknown,"similar to [[category|SW 1.2.2|PTS]], putative EIIC component",-,,
BSU_38400,3939869,3941806,1,epr,1937,epr,No COG category,minor extracellular serine protease,"minor extracellular serine protease, involved in control of swarming motility {{PubMed|19416356}}",-,,"Spo0A,SinR,SigD,DegU,ScoC"
BSU_38410,3942234,3943613,1,sacX,1379,sacX->sacY,No COG category,"sucrose-specific [[category|SW 1.2.2|PTS]] permease, EIIBC component","sucrose permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIBC of the [[category|SW 1.2.2|PTS]], [[category|SW 3.4.3]], control of [[protein|EB330AB3DC6C8C3EC72C4CAFA2BC59CC485EE344]] activity",-,,"SigA,DegU,SacY"
BSU_38420,3943667,3944509,1,sacY,842,sacX->sacY,No COG category,transcriptional antiterminator,transcriptional antiterminator for [[gene|AAA944BE7F01CE90F7730EECA16F3E4ED77D165A]] and [[gene|531F132F7F6A878F1E1D56977B9898A14272349A]]-[[gene|EB330AB3DC6C8C3EC72C4CAFA2BC59CC485EE344]] (acts at high sucrose concentrations),-,,"SigA,DegU,SacY"
BSU_38430,3944560,3945420,-1,gspA,860,gspA,Cell wall/membrane/envelope biogenesis,general stress protein,"general stress protein, similar to glycosyl transferase",-,,SigB
BSU_38440,3945530,3946243,-1,ywaF,713,,Function unknown,unknown,unknown,-,,
BSU_38450,3946394,3946909,1,dtrR,515,dtrR->tyrZ,Transcription,transcription factor ([SW|MarR family]),D-Tyr resistance regulator ([SW|MarR family]),-,,"TyrZ,DtrR,T-box"
BSU__misc_RNA_59,3946910,3947116,1,BSU_misc_RNA_59,206,,No COG category,,,-,,
BSU_38460,3947158,3948399,1,tyrZ,1241,dtrR->tyrZ,No COG category,tyrosyl-tRNA synthetase (minor),"alternative tyrosyl-tRNA synthetase, required to prevent misincorporation of D-Tyr into proteins",-,,"TyrZ,DtrR,T-box"
BSU_38470,3948555,3949922,1,ywaD,1367,ywaD,Function unknown,double-zinc aminopeptidase,double-zinc aminopeptidase,-,,
BSU_38480,3949952,3950584,-1,sasA,632,sasA,Function unknown,(p)ppGpp synthetase,"(p)ppGpp synthetase, small alarmone synthetase",-,,"SigM,SigW,SigV"
BSU_38490,3950726,3951661,-1,menA,935,menA,Coenzyme transport and metabolism,"probable 1,4-dihydroxy-2-naphthoate octaprenyltransferase","probable 1,4-dihydroxy-2-naphthoate octaprenyltransferase",-,,
BSU_38499,3952108,3952257,1,ywzH,149,ywzH->dltE,No COG category,unknown,unknown,-,,"SigM,Spo0A,SigD,YvrHb,SigV,SigX,stringent_response"
BSU_38500,3952275,3953786,1,dltA,1511,ywzH->dltE,No COG category,D-alanyl-D-alanine carrier protein ligase,"D-alanyl-D-alanine carrier protein ligase, alanylation of teichoic acid provides some resistance against positively charged antimicrobial peptides",-,,"SigM,Spo0A,SigD,YvrHb,SigV,SigX,stringent_response"
BSU_38510,3953783,3954970,1,dltB,1187,ywzH->dltE,Cell wall/membrane/envelope biogenesis,D-alanine transfer from [[protein|862D977CF1E185597329A1EF0915485F72482A03]] to undecaprenol-phosphate,"D-alanine transfer from [[protein|862D977CF1E185597329A1EF0915485F72482A03]] to undecaprenol-phosphate, alanylation of teichoic acid provides some resistance against positively charged antimicrobial peptides",-,,"SigM,Spo0A,SigD,YvrHb,SigV,SigX,stringent_response"
BSU_38520,3954987,3955223,1,dltC,236,ywzH->dltE,Lipid transport and metabolism,D-alanine carrier protein,"D-alanine carrier protein, alanylation of teichoic acid provides some resistance against positively charged antimicrobial peptides",-,,"SigM,Spo0A,SigD,YvrHb,SigV,SigX,stringent_response"
BSU_38530,3955223,3956401,1,dltD,1178,ywzH->dltE,Cell wall/membrane/envelope biogenesis,D-alanine transfer from undecaprenol-phosphate to the poly(glycerophosphate) chain,"D-alanine transfer from undecaprenol-phosphate to the poly(glycerophosphate) chain, alanylation of teichoic acid provides some resistance against positively charged antimicrobial peptides",-,,"SigM,Spo0A,SigD,YvrHb,SigV,SigX,stringent_response"
BSU_38540,3956492,3957250,1,dltE,758,ywzH->dltE,Cell wall/membrane/envelope biogenesis,D-alanine transfer from undecaprenol-phosphate to the poly(glycerophosphate) chain,"D-alanine transfer from undecaprenol-phosphate to the poly(glycerophosphate) chain, alanylation of teichoic acid provides some resistance against positively charged antimicrobial peptides",-,,"SigM,Spo0A,SigD,YvrHb,SigV,SigX,stringent_response"
BSU_38550,3957391,3958482,1,ywaA,1091,ywaA,No COG category,branched-chain amino acid aminotransferase,branched-chain amino acid aminotransferase,-,,CodY
BSU_38560,3958516,3959844,-1,licH,1328,licB->licH,Carbohydrate transport and metabolism,6-phospho-beta-glucosidase,6-phospho-beta-glucosidase,-,,"SigA,LicR,CcpA"
BSU_38570,3959841,3960173,-1,licA,332,licB->licH,Carbohydrate transport and metabolism,"lichenan-specific [[category|SW 1.2.2|PTS]], EIIA component","lichenan-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIA of the [[category|SW 1.2.2|PTS]]",-,,"SigA,LicR,CcpA"
BSU_38580,3960192,3961550,-1,licC,1358,licB->licH,No COG category,"lichenan-specific lichenan-specific [[category|SW 1.2.2|PTS]], EIIC component","lichenan-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIC of the [[category|SW 1.2.2|PTS]]",-,,"SigA,LicR,CcpA"
BSU_38590,3961566,3961874,-1,licB,308,licB->licH,Carbohydrate transport and metabolism,"lichenan-specific [[category|SW 1.2.2|PTS]], EIIB component","lichenan-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIB of the [[category|SW 1.2.2|PTS]], [[category|SW 3.4.3]], control of [[protein|E087ABA705CE94E2CAD44A0F2FB265B0F7B04399]] activity",-,,"SigA,LicR,CcpA"
BSU_38600,3962003,3963928,-1,licR,1925,licR,Carbohydrate transport and metabolism,"transcriptional activator, [SW|PRD]-type",transcriptional activator of the [[gene|65FC7F4ED92F747DB7BC5672DCA2D2320A471134]]-[[gene|83A7C160B0301A2B51B65478D99ACB753D67AF74]]-[[gene|E8B6C8E722BEE866878CDD816B7828C132F94FCD]]-[[gene|84D8AA0AFBF46273F6B4198B49440D55470FEC0F]] operon,-,,SigA
BSU_38610,3964091,3964249,-1,yxzF,158,aag->yxzF,Function unknown,unknown,general stress protein,-,,"SigB,SigG"
BSU_38620,3964278,3964868,-1,aag,590,aag->yxzF,"Replication, recombination and repair",hypoxanthine-DNA glycosylase,"hypoxanthine-DNA glycosylase, general stress protein, required for protection against paraquat stress",-,,"SigB,SigG"
BSU_38630,3964997,3966640,1,katX,1643,katX,No COG category,catalase (major catalase in spores),"catalase, general stress protein",-,,"SigB,RsfA,SigF"
BSU_38640,3966745,3967947,1,yxlH,1202,yxlH,Amino acid transport and metabolism,unknown,similar to multidrug-efflux transporter,-,,
BSU_38650,3967944,3968720,-1,yxlG,776,sigY->yxlG,Function unknown,[SW|ABC transporter] (membrane protein),similar to [SW|ABC transporter] (membrane protein),-,,SigY
BSU_38660,3968717,3969604,-1,yxlF,887,sigY->yxlG,Defense mechanisms,[SW|ABC transporter] (ATP-binding protein),similar to [SW|ABC transporter] (ATP-binding protein),-,,SigY
BSU_38670,3969611,3969799,-1,yxlE,188,sigY->yxlG,Function unknown,unknown,unknown,-,,SigY
BSU_38680,3969796,3970002,-1,yxlD,206,sigY->yxlG,Function unknown,unknown,negative regulation of [[protein|801E92306971E26AD4AB155172B7F4EFDE2F9170]]-directed transcription of the [[gene|801E92306971E26AD4AB155172B7F4EFDE2F9170]] operon,-,,SigY
BSU_38690,3969999,3970319,-1,yxlC,320,sigY->yxlG,Function unknown,putative anti-[[protein|801E92306971E26AD4AB155172B7F4EFDE2F9170]] protein,putative anti-[[protein|801E92306971E26AD4AB155172B7F4EFDE2F9170]] protein,-,,SigY
BSU_38700,3970312,3970848,-1,sigY,536,sigY->yxlG,Transcription,[SW|RNA polymerase] ECF-type [SW|sigma factor] SigY,[SW|RNA polymerase] ECF-type [SW|sigma factor] SigY,-,,SigY
BSU_38710,3971060,3972433,1,yxlA,1373,yxlA,Nucleotide transport and metabolism,unknown,similar to purine-cytosine permease,-,,
BSU_38720,3972448,3973278,-1,yxkO,830,yxkO,Carbohydrate transport and metabolism,ADP/ATP-dependent NAD(P)H-hydrate dehydratase,"ADP/ATP-dependent NAD(P)H-hydrate dehydratase, general stress protein, survival of ethanol  stress",-,,SigB
BSU_38730,3973364,3975091,-1,cydD,1727,"cydA->cydD, cydD",Defense mechanisms,ABC transporter  (ATP-binding protein),ABC transporter required for expression of cytochrome bd (ATP-binding protein),-,,"ResD,Rex,SigF,CcpA"
BSU_38740,3975088,3976791,-1,cydC,1703,cydA->cydD,Defense mechanisms,[SW|ABC transporter]  (ATP-binding protein),[SW|ABC transporter] required for expression of cytochrome bd (ATP-binding protein),-,,"ResD,Rex,SigF,CcpA"
BSU_38750,3976791,3977807,-1,cydB,1016,cydA->cydD,Energy production and conversion,"cytochrome bd ubiquinol oxidase (subunit II), high affinity terminal oxidase","cytochrome bd ubiquinol oxidase (subunit II), high affinity terminal oxidase",-,,"ResD,Rex,SigF,CcpA"
BSU_38760,3977791,3979197,-1,cydA,1406,cydA->cydD,No COG category,"cytochrome bd ubiquinol oxidase (subunit I), high affinity terminal oxidase","cytochrome bd ubiquinol oxidase (subunit I), high affinity terminal oxidase",-,,"ResD,Rex,SigF,CcpA"
BSU_38770,3979753,3981105,1,cimH,1352,cimH,No COG category,transporter for citrate (proton symport),transporter for citrate (proton symport),-,,CcpA
BSU_38780,3981227,3982915,1,yxkI,1688,yxkI,"Post-translational modification, protein turnover, and chaperones",unknown,similar to heat shock protein,-,,
BSU_38790,3982973,3983173,1,yxzE,200,yxzE,No COG category,unknown,unknown,-,,"SigW,AbrB"
BSU_38800,3983187,3984026,-1,yxkH,839,yxkH,Carbohydrate transport and metabolism,unknown,similar to polysaccharide deacetylase,-,,SigD
BSU_38810,3984133,3985230,-1,msmX,1097,yxkF->msmX,No COG category,multiple sugar [SW|ABC transporter ](ATP-binding protein),multiple sugar [SW|ABC transporter ](ATP-binding protein),-,,CcpA
BSU_38820,3985351,3986244,-1,yxkF,893,yxkF->msmX,"Secondary metabolite biosynthesis, transport, and catabolism",unknown,unknown,-,,CcpA
BSU_38830,3986428,3987885,1,aldY,1457,aldY,No COG category,aldehyde dehydrogenase (NAD),"aldehyde dehydrogenase (NAD), general stress protein, required for protection against paraquat stress",-,,SigB
BSU_38840,3987927,3988763,-1,yxkD,836,yxkD,Function unknown,unknown,unknown,-,,
BSU__misc_RNA_60,3988840,3988942,-1,BSU_misc_RNA_60,102,,No COG category,,,-,,
BSU_38850,3989232,3989873,1,yxkC,641,yxkC,No COG category,unknown,unknown,-,,"SigD,TnrA"
BSU_38860,3989948,3990967,-1,galE,1019,"galE, yxkA->galE",Cell wall/membrane/envelope biogenesis,UDP glucose 4-epimerase,UDP glucose 4-epimerase,-,,SigA
BSU_38870,3991082,3991588,-1,yxkA,506,yxkA->galE,Function unknown,unknown,unknown,-,,
BSU_38880,3991718,3992593,1,yxjO,875,,Transcription,transcriptional regulator ([SW|LysR family]),similar to transcriptional regulator ([SW|LysR family]),-,,
BSU_38890,3992671,3993144,1,yxjN,473,yxjN,No COG category,unknown,unknown,-,,
BSU_38900,3993162,3994382,1,yxjM,1220,,Signal transduction,two-component sensor kinase ([SW|NarL family]),two-component sensor kinase,-,,
BSU_38910,3994369,3995025,1,yxjL,656,,Transcription,two-component response regulator,two-component response regulator,-,,
BSU_38920,3995075,3996307,1,pepT,1232,pepT,Amino acid transport and metabolism,peptidase T (tripeptidase),"peptidase T (tripeptidase), zinc-dependent",-,,
BSU_38930,3996829,3997092,1,yxjJ,263,yxjJ->yxjI,No COG category,unknown,"general stress protein, survival of ethanol, paraquat and salt stresses",-,,"SigB,DegU"
BSU_38940,3997221,3997709,1,yxjI,488,"yxjI, yxjJ->yxjI",Function unknown,unknown,unknown,-,,"SigW,SigB,DegU"
BSU_38950,3997964,3999097,1,yxjH,1133,yxjH,Amino acid transport and metabolism,putative methionine synthase,putative methionine synthase,-,,S-box
BSU_38960,3999350,4000486,1,yxjG,1136,yxjG,No COG category,putative methionine synthase,putative B12-independent methionine synthase,-,,S-box
BSU_38970,4000539,4001312,-1,yxjF,773,hbuT->yxjF,Lipid transport and metabolism,3-hydroxybutyrate dehydrogenase,"sporulation protein, 3-hydroxybutyrate dehydrogenase",-,,"SigE,CcpA"
BSU_38980,4001329,4001979,-1,scoB,650,hbuT->yxjF,No COG category,succinyl CoA:3-oxoacid CoA-transferase (subunit B),succinyl CoA:3-oxoacid CoA-transferase (subunit B),-,,"SigE,CcpA"
BSU_38990,4001976,4002692,-1,scoA,716,hbuT->yxjF,Lipid transport and metabolism,succinyl CoA:3-oxoacid CoA-transferase (subunit A),succinyl CoA:3-oxoacid CoA-transferase (subunit A),-,,"SigE,CcpA"
BSU_39000,4002716,4004134,-1,hbuT,1418,hbuT->yxjF,Amino acid transport and metabolism,transporter for 3-hydroxybutyrate,"sporulation protein, transporter for 3-hydroxybutyrate",-,,"SigE,CcpA"
BSU_39010,4004288,4005136,-1,yxjB,848,yxjB,"Secondary metabolite biosynthesis, transport, and catabolism",putative 23S rRNA (guanine-N(1)-)-methyltransferase,similar to 23S rRNA (guanine-N(1)-)-methyltransferase,-,,
BSU__misc_RNA_63,4005523,4005625,1,BSU_misc_RNA_63,102,,No COG category,,,-,,G-box
BSU_39020,4005752,4006945,1,nupG,1193,nupG,No COG category,purine nucleoside transporter,purine nucleoside transporter,-,,G-box
BSU_39029,4006987,4007415,-1,yxiT/1,428,,No COG category,unknown,part of the yxiT pseudogene,-,,
BSU_39030,4007416,4007658,-1,yxiT,242,yxiT,No COG category,unknown,unknown,-,,
BSU_39040,4007803,4008093,-1,yxiS,290,katE->yxiS,Function unknown,unknown,"general stress protein, survival of ethanol, paraquat and salt stresses",-,,SigB
BSU_39050,4008143,4010203,-1,katE,2060,katE->yxiS,No COG category,catalase 2,"catalase, general stress protein",-,,SigB
BSU_39060,4010404,4011684,1,citH,1280,citH,No COG category,secondary transporter of divalent metal ions/citrate complexes,sporulation-specific secondary transporter of divalent metal ions/citrate complexes,-,,"SigE,SigF"
BSU_39070,4011842,4012570,-1,bglS,728,"bglS, licT->bglS, yxiP->bglS",Cell wall/membrane/envelope biogenesis,"endo-beta-1,3-1,4 glucanase","endo-beta-1,3-1,4 glucanase",-,,"SigA,CcpA,LicT"
BSU_39080,4012866,4013699,-1,licT,833,"licT->bglS, yxiP->bglS",No COG category,transcriptional antiterminator (BglG family),transcriptional antiterminator of the [[gene|35E6C81BE481C3E57CF47B781580368C3AC15D83]]-[[gene|8D98212930CF6613D332BF99452B231CB6426E93]]-[[gene|yxiE ]]operon and the [[gene|bglS ]]gene,-,,SigA
BSU_39090,4013795,4014475,-1,yxiP,680,yxiP->bglS,Function unknown,unknown,unknown,-,,
BSU_39100,4014682,4015968,1,yxiO,1286,yxiO,Function unknown,unknown,unknown,-,,PhoP
BSU_39110,4015987,4017426,-1,deaD,1439,yxiM->deaD,"Translation, ribosomal structure and biogenesis",DEAD-box RNA helicase,DEAD-box RNA helicase,-,,
BSU_39120,4017508,4018656,-1,yxiM,1148,yxiM->deaD,Amino acid transport and metabolism,unknown,similar to rhamnogalacturonan acetylesterase,-,,
BSU_39129,4018786,4018974,-1,yxzI,188,,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_39139,4019005,4019136,-1,yxzJ,131,,No COG category,unknown,unknown,-,,
BSU_39140,4019148,4019609,-1,yxiK,461,,No COG category,unknown,unknown,-,,
BSU_39150,4019625,4019921,-1,yxiJ,296,,Function unknown,unknown,unknown,-,,
BSU_39160,4019949,4020437,-1,yxiI,488,,Function unknown,unknown,unknown,-,,
BSU_39170,4020455,4020907,-1,yxzG,452,,Function unknown,unknown,unknown,-,,
BSU_39180,4020977,4021306,-1,yxiH,329,,No COG category,unknown,unknown,-,,
BSU_39190,4021429,4021845,-1,yxiG,416,,Function unknown,unknown,unknown,-,,
BSU_39200,4021896,4022264,-1,yxzC,368,,Function unknown,unknown,unknown,-,,
BSU_39210,4022258,4022728,-1,yxiF,470,,Function unknown,unknown,unknown,-,,
BSU_39220,4023054,4023482,-1,wapI,428,wapA->wapI,Function unknown,immunity protein,"immunity protein, protects the cell against the toxic activity of WapA",-,,"SigA,YvrHb,WalR,DegU"
BSU_39230,4023544,4030548,-1,wapA,7004,wapA->wapI,Cell wall/membrane/envelope biogenesis,cell wall-associated protein precursor,"cell wall-associated protein precursor, contact-dependent growth inhibition protein",-,,"SigA,YvrHb,WalR,DegU"
BSU_39240,4030710,4031645,-1,yxxF,935,yxxF,Amino acid transport and metabolism,unknown,unknown,-,,
BSU_39250,4031797,4032243,-1,yxiE,446,bglP->yxiE,Signal transduction,unknown,unknown,-,,"SigA,CcpA,LicT"
BSU_39260,4032346,4033755,-1,bglH,1409,bglP->yxiE,Carbohydrate transport and metabolism,phospho-beta-glucosidase,phospho-beta-glucosidase,-,,"SigA,CcpA,LicT"
BSU_39270,4033778,4035607,-1,bglP,1829,bglP->yxiE,Carbohydrate transport and metabolism,beta-glucoside permease of the [SW|phosphotransferase systems|phosphotransferase system],"beta-glucoside permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIBCA of the [[category|SW 1.2.2|PTS]], [[category|SW 3.4.3]], control of [[protein|LicT ]]activity",-,,"SigA,CcpA,LicT"
BSU_39280,4035990,4036298,-1,yxxE,308,yxiB->yxxE,Function unknown,unknown,unknown,-,,
BSU_39290,4036344,4036787,-1,yxxD,443,yxiB->yxxE,Function unknown,antitoxin,antitoxin,-,,
BSU_39300,4036784,4038493,-1,yxiD,1709,yxiB->yxxE,Function unknown,toxin,toxin,-,,
BSU_39310,4038513,4038782,-1,yxiC,269,yxiB->yxxE,Function unknown,unknown,unknown,-,,
BSU_39320,4038794,4039159,-1,yxiB,365,"yxiB, yxiB->yxxE",No COG category,unknown,unknown,-,,
BSU_39330,4039466,4040875,-1,abn2,1409,abn2,No COG category,"endo-1,5-alpha-L-arabinosidase","endo-1,5-alpha-L-arabinosidase",-,,"SigA,SigH,CcpA"
BSU_39339,4041009,4041173,-1,yxzL,164,,No COG category,unknown,unknown,-,,
BSU_39340,4041483,4041938,1,hutP,455,hutP->hutM,Transcription,transcriptional antiterminator,transcriptional antiterminator of the [[gene|hut ]]operon,-,,"SigA,CodY,HutP,CcpA"
BSU_39350,4042051,4043577,1,hutH,1526,hutP->hutM,Amino acid transport and metabolism,histidase,histidase,-,,"SigA,CodY,HutP,CcpA"
BSU_39360,4043574,4045232,1,hutU,1658,hutP->hutM,Amino acid transport and metabolism,urocanase,urocanase,-,,"SigA,CodY,HutP,CcpA"
