,gene_name,start,length,operon,gene_product,regulator
soxS,soxS,324.0,324.0,soxS,Transcription,"['acrR', 'fnr', 'fur', 'oxyR', 'rpoD', 'soxR', 'soxS']"
ansA,ansA,1017.0,1017.0,ansA-pncA,Amino acid transport and metabolism,[]
b0671,b0671,0.0,,metT,tRNA,[]
aroF,aroF,1071.0,1071.0,aroF-tyrA,Amino acid transport and metabolism,"['nac', 'rpoD', 'soxR', 'soxS', 'tyrR']"
yhcF,yhcF,717.0,717.0,yhcE_2F,Function unknown,[]
yqjF,yqjF,393.0,393.0,yqjF,Function unknown,[]
rhsE,rhsE,2037.0,2037.0,rhsE-ydcD,No COG Annotation,['ybaQ']
speE,speE,867.0,867.0,yacC-speED,Amino acid transport and metabolism,['rpoD']
prpB,prpB,891.0,891.0,prpBCDE,Carbohydrate transport and metabolism,"['cra', 'crp', 'prpR', 'rpoN']"
ykgJ,ykgJ,330.0,330.0,ykgJ,Function unknown,[]
argU,argU,,,argU,encodes the rare arginine tRNA,[]
grxC,grxC,252.0,252.0,yibN-grxC-secB-gpsA,"Posttranslational modification, protein turnover, chaperones",['rpoD']
ygjQ,ygjQ,693.0,693.0,ygjQ,Function unknown,[]
fepB,fepB,957.0,957.0,fepB,Inorganic ion transport and metabolism,"['fur', 'rpoD', 'rutR']"
garD,garD,1572.0,1572.0,garD,Carbohydrate transport and metabolism,"['cdaR', 'fnr']"
nrdD,nrdD,2139.0,2139.0,nrdDG,Nucleotide transport and metabolism,"['fnr', 'h-NS', 'nrdR', 'rpoD']"
ygjR,ygjR,987.0,987.0,ygjR,Function unknown,[]
ybaE,ybaE,1701.0,1701.0,ybaE,Function unknown,[]
fur,fur,447.0,447.0,fldA-uof-fur,Transcription,"['crp', 'fur', 'oxyR', 'rpoD', 'soxS']"
thiG,thiG,771.0,771.0,thiCEFSGH,Coenzyme transport and metabolism,"['TPP', 'arcA']"
osmB,osmB,219.0,219.0,osmB,No COG Annotation,"['nac', 'rcsB', 'rpoD', 'rpoS']"
nanR,nanR,792.0,792.0,nanR,Transcription,[]
soxR,soxR,465.0,465.0,soxR,Transcription,"['acrR', 'fnr', 'fur', 'oxyR', 'rpoD', 'soxR']"
ychF,ychF,1092.0,1092.0,pth-ychF,"Translation, ribosomal structure and biogenesis","['oxyR', 'rpoD']"
hslJ,hslJ,423.0,423.0,hslJ,"Posttranslational modification, protein turnover, chaperones","['cysB', 'rpoD']"
ppa,ppa,531.0,531.0,ppa,Energy production and conversion,[]
rrlG,rrlG,2904.0,2904.0,rrlG,rRNA,[]
ycgN,ycgN,462.0,462.0,ycgN,Function unknown,[]
secE,secE,384.0,384.0,secE-nusG,"Intracellular trafficking, secretion, and vesicular transport",[]
rpsG,rpsG,540.0,540.0,rpsLG-fusA-tufA,"Translation, ribosomal structure and biogenesis",[]
otsB,otsB,801.0,801.0,otsBA,Carbohydrate transport and metabolism,['rpoS']
ycgY,ycgY,441.0,441.0,ycgY,No COG Annotation,['nac']
ybhM,ybhM,714.0,714.0,ybhM,Function unknown,[]
nlpI,nlpI,885.0,885.0,nlpI,Function unknown,['arcA']
ybjO,ybjO,489.0,489.0,ybjO-rlmC,Function unknown,[]
rmf,rmf,168.0,168.0,rmf,"Translation, ribosomal structure and biogenesis","['arcA', 'crp']"
yjjV,yjjV,780.0,780.0,yjjUV,"Replication, recombination and repair",[]
b1228,ychS,273.0,273.0,ychS,Function unknown,[]
ycaL,ycaL,765.0,765.0,ycaL,"Posttranslational modification, protein turnover, chaperones",[]
rrnH,rrnH,,,rrnH,rRNA,[]
ibpB,ibpB,429.0,429.0,ibpAB,"Posttranslational modification, protein turnover, chaperones","['ihf', 'nac', 'rpoH', 'rpoN']"
rluB,rluB,876.0,876.0,rluB,"Translation, ribosomal structure and biogenesis",[]
ycaI,ycaI,2265.0,2265.0,ycaI-msbA-lpxK-ycaQ,Function unknown,[]
rrlH,rrlH,,,rrlH,"rRNA large, 23S",[]
ftsN,ftsN,960.0,960.0,ftsN,"Cell cycle control, cell division, chromosome partitioning",[]
yciS,yciS,309.0,309.0,lapAB-pyrF-yciH,Function unknown,"['rpoD', 'rpoH']"
ycbK,ycbK,549.0,549.0,ycbK-gloC,Function unknown,[]
rrfH,rrfH,0.0,,,RNA 5S ribosomal RNA,[]
cutA,cutA,339.0,339.0,cutA,Inorganic ion transport and metabolism,['rpoD']
perR,perR,894.0,894.0,perR,Transcription,[]
rpsA,rpsA,1674.0,1674.0,cmk-rpsA-ihfB,"Translation, ribosomal structure and biogenesis",['rpoD']
cusR,cusR,684.0,684.0,cusRS,Signal transduction mechanisms,"['cusR', 'hprR', 'phoB', 'rpoD']"
ycbW,ycbW,543.0,543.0,zapC,"Cell cycle control, cell division, chromosome partitioning",[]
rimL,rimL,540.0,540.0,rimL,"Translation, ribosomal structure and biogenesis",[]
mdoB,mdoB,2292.0,2292.0,opgB,Cell wall/membrane/envelope biogenesis,[]
uspG,uspG,429.0,429.0,uspG,Signal transduction mechanisms,['nac']
ycdN,ycdN,105.0,105.0,efeU_1U_2,No COG Annotation,[]
ynfA,ynfA,327.0,327.0,ynfA,Function unknown,[]
oxyR,oxyR,918.0,918.0,oxyR,Transcription,"['crp', 'oxyR', 'rpoD', 'rpoS']"
rplY,rplY,285.0,285.0,rplY,"Translation, ribosomal structure and biogenesis","['arcA', 'rpoD']"
fkpB,fkpB,450.0,450.0,ribF-ileS-lspA-fkpB-ispH,"Posttranslational modification, protein turnover, chaperones","['arcA', 'rpoD', 'rpoH']"
ybeQ,ybeQ,978.0,978.0,ybeQ,Function unknown,[]
araE,araE,1419.0,1419.0,araE-ygeA,Carbohydrate transport and metabolism,"['araC', 'crp', 'rpoD']"
ssrA,ssrA,,,ssrA,Êneeded for the correct high-level translation of RpoS,[]
yqjG,yqjG,987.0,987.0,yqjG,"Posttranslational modification, protein turnover, chaperones",[]
argD,argD,1221.0,1221.0,argD,Amino acid transport and metabolism,"['argR', 'phoP', 'rpoD']"
hyaA,hyaA,1119.0,1119.0,hyaABCDEF,Energy production and conversion,"['appY', 'arcA', 'fis', 'iscR', 'narL', 'narP', 'rpoD', 'rpoS', 'ydeO']"
yhaH,yhaH,366.0,366.0,yhaH,Function unknown,[]
rnk,rnk,411.0,411.0,rnk,Transcription,['crp']
aroK,aroK,522.0,522.0,aroKB-damX-dam-rpe-gph-trpS,Amino acid transport and metabolism,"['argR', 'rpoD']"
ghrA,ghrA,939.0,939.0,ghrA,Amino acid transport and metabolism,[]
fixC,fixC,1287.0,1287.0,fixABCX,Energy production and conversion,"['caiF', 'crp', 'fnr', 'rpoD']"
mgsA,mgsA,459.0,459.0,mgsA,Carbohydrate transport and metabolism,[]
glnL,glnL,1050.0,1050.0,glnALG,Signal transduction mechanisms,"['crp', 'fis', 'ntrC', 'rpoD', 'rpoN']"
valV,valV,0.0,,valV,valine tRNAs,[]
sdaA,sdaA,1365.0,1365.0,sdaA,Amino acid transport and metabolism,"['lrp', 'rpoH']"
gadB,gadB,1401.0,1401.0,gadBC,Amino acid transport and metabolism,"['adiY', 'crp', 'fis', 'fliZ', 'gadE', 'gadW', 'gadX', 'rcsB', 'rpoD', 'rpoS']"
fruL,fruL,93.0,93.0,fruL,Function unknown,[]
yeeI,yeeI,798.0,798.0,mtfA,Function unknown,[]
exuR,exuR,777.0,777.0,exuR,Transcription,"['crp', 'exuR', 'rpoD', 'uxuR']"
hdhA,hdhA,768.0,768.0,hdhA,Function unknown,[]
lpd,lpd,1425.0,1425.0,pdhR-aceEF-lpd,Energy production and conversion,"['arcA', 'cra', 'crp', 'fis', 'fnr', 'fur', 'pdhR', 'rpoD', 'rpoS']"
asnV,asnV,0.0,0.0,asnV,tRNA,[]
tnaC,tnaC,75.0,75.0,tnaCAB,No COG Annotation,"['crp', 'rpoD', 'torR']"
pdxY,pdxY,864.0,864.0,pdxH-tyrS-pdxY,Coenzyme transport and metabolism,[]
yejH,yejH,1761.0,1761.0,radD,"Replication, recombination and repair",['rpoN']
yqhH,yqhH,258.0,258.0,yqhH,Cell wall/membrane/envelope biogenesis,[]
ptsG,ptsG,1434.0,1434.0,ptsG,Carbohydrate transport and metabolism,"['arcA', 'crp', 'fis', 'fnr', 'mlc', 'rpoD', 'soxS']"
yadK,yadK,597.0,597.0,yadMLKC,Function unknown,[]
intB,intB,1266.0,1266.0,intB,No COG Annotation,[]
gmr,gmr,1986.0,1986.0,pdeR,Signal transduction mechanisms,"['fliZ', 'fur', 'rpoS', 'rutR']"
malE,malE,1191.0,1191.0,malEFG,Carbohydrate transport and metabolism,"['creB', 'crp', 'fis', 'malT', 'rpoD']"
cpdA,cpdA,828.0,828.0,nudF-yqiB-cpdA-yqiA-parE,Function unknown,['nac']
macA,macA,1116.0,1116.0,macAB,Cell wall/membrane/envelope biogenesis,['arcA']
ymjA,ymjA,246.0,246.0,ymjA,Function unknown,['nac']
torT,torT,1029.0,1029.0,torT,Carbohydrate transport and metabolism,[]
yacG,yacG,198.0,198.0,coaE-zapD-yacG,Function unknown,[]
yeeA,yeeA,1059.0,1059.0,yeeA,Function unknown,[]
uspE,uspE,951.0,951.0,uspE,Signal transduction mechanisms,"['gadX', 'lrp']"
fdnG,fdnG,3048.0,3048.0,fdnGHI,Energy production and conversion,"['fnr', 'narL', 'narP', 'rpoD']"
trmU,trmU,1107.0,1107.0,mnmA,"Translation, ribosomal structure and biogenesis",[]
yejG,yejG,345.0,345.0,yejG,Function unknown,"['arcA', 'nac']"
ydaO,ydaO,936.0,936.0,ttcA,"Cell cycle control, cell division, chromosome partitioning",[]
yadS,yadS,624.0,624.0,mtn-btuF-yadS,Function unknown,"['rpoD', 'rpoS']"
ydaG,ydaG,135.0,135.0,ydaGF,No COG Annotation,[]
ylcE,ylcE,267.0,267.0,ylcE,Function unknown,[]
xylB,xylB,1455.0,1455.0,xylAB,Carbohydrate transport and metabolism,"['araC', 'crp', 'xylR', 'yeiE']"
apbE,apbE,1056.0,1056.0,ftp,Coenzyme transport and metabolism,['yeiE']
uspF,uspF,435.0,435.0,uspF,Signal transduction mechanisms,"['fnr', 'yeiE']"
ackA,ackA,1203.0,1203.0,ackA-pta,Energy production and conversion,"['arcA', 'fnr', 'rpoH', 'yheO']"
yggD,yggD,510.0,510.0,cmtBA-yggPF-fumE-yggC,Transcription,['nac']
ygiR,ygiR,2220.0,2220.0,ygiQ,Energy production and conversion,[]
yncJ,yncJ,231.0,231.0,yncJ,Function unknown,[]
narQ,narQ,1701.0,1701.0,narQ,Signal transduction mechanisms,['crp']
ydeO,ydeO,762.0,762.0,safA-ydeO,Transcription,"['evgA', 'h-NS', 'phoP', 'rcsB', 'rpoD', 'rpoH', 'ydeO']"
ynjF,ynjF,621.0,621.0,ynjF,Lipid transport and metabolism,[]
yddE,yddE,894.0,894.0,yddE,Function unknown,[]
ttdA,ttdA,912.0,912.0,ttdABT,Energy production and conversion,"['rpoD', 'ttdR']"
eutR,eutR,1053.0,1053.0,eutBCLKR,Transcription,[]
b1788,yoaI,105.0,105.0,yoaI,No COG Annotation,[]
yddM,yddM,285.0,285.0,yddM,Function unknown,['yddM']
glpD,glpD,1506.0,1506.0,glpD,Energy production and conversion,"['arcA', 'crp', 'glpR', 'rpoD', 'yieP']"
yehS,yehS,471.0,471.0,yehS,Function unknown,[]
yoaF,yoaF,255.0,255.0,yoaF,Function unknown,[]
cspD,cspD,225.0,225.0,cspD,Transcription,"['crp', 'h-NS', 'mqsA', 'rpoD']"
fdhD,fdhD,834.0,834.0,fdhD,Energy production and conversion,[]
yihN,yihN,1266.0,1266.0,yihN,Carbohydrate transport and metabolism,['yeiE']
yoaA,yoaA,1911.0,1911.0,yoaA,"Replication, recombination and repair",[]
ycaC,ycaC,627.0,627.0,ycaC,"Secondary metabolites biosynthesis, transport and catabolism",[]
aldB,aldB,1539.0,1539.0,aldB,Energy production and conversion,"['crp', 'fis', 'rpoS']"
zraS,zraS,1398.0,1398.0,zraSR,Signal transduction mechanisms,"['crp', 'rpoN', 'zraR']"
nudB,nudB,453.0,453.0,nudB-yebC-ruvC,"Replication, recombination and repair",['rpoD']
yebR,yebR,498.0,498.0,msrC,Signal transduction mechanisms,[]
yfeC,yfeC,345.0,345.0,yfeCD,Transcription,['crp']
nrfA,nrfA,1437.0,1437.0,nrfABCDEFG,Inorganic ion transport and metabolism,"['arcA', 'fis', 'flhD;flhC', 'fnr', 'ihf', 'narL', 'narP', 'nsrR', 'rpoD']"
cpsG,cpsG,1371.0,1371.0,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,Carbohydrate transport and metabolism,['nac']
yohL,rcnR,273.0,273.0,rcnR,Function unknown,[]
srmB,srmB,1335.0,1335.0,srmB,"Replication, recombination and repair",[]
tktB,tktB,2004.0,2004.0,talA-tktB,Carbohydrate transport and metabolism,"['phoB', 'rpoS']"
pyrG,pyrG,1638.0,1638.0,pyrG-eno,Nucleotide transport and metabolism,['fnr']
cspG,cspG,213.0,213.0,cspG,Transcription,[]
trxC,trxC,420.0,420.0,trxC,"Posttranslational modification, protein turnover, chaperones","['oxyR', 'rpoD']"
pfkA,pfkA,963.0,963.0,pfkA,Carbohydrate transport and metabolism,"['cra', 'nac', 'rpoD', 'rpoS']"
gcvA,gcvA,918.0,918.0,gcvA,Transcription,"['arcA', 'gcvA', 'rpoD']"
intZ,intZ,1209.0,1209.0,intZ,"Replication, recombination and repair",[]
metZ,metZ,0.0,0.0,metZ,tRNA,[]
edd,edd,1812.0,1812.0,edd-eda,Amino acid transport and metabolism,"['cra', 'gntR', 'kdgR', 'rpoD']"
gcvP,gcvP,2874.0,2874.0,gcvTHP,Amino acid transport and metabolism,"['crp', 'fnr', 'gadX', 'gcvA', 'lrp', 'nac', 'purR', 'rpoD', 'ybiH']"
sscR,sscR,0.0,0.0,sscR,Function unknown,[]
yaeQ,yaeQ,546.0,546.0,yaeQ-arfB-nlpE,Function unknown,['crp']
ylbE,ylbE,1260.0,1260.0,fdrA-ylbEF-ybcF,No COG Annotation,[]
speB,speB,921.0,921.0,speAB,Amino acid transport and metabolism,"['fnr', 'purR', 'rpoD', 'rpoS']"
idnK,idnK,564.0,564.0,idnK,Carbohydrate transport and metabolism,"['crp', 'gntR', 'idnR', 'rpoD']"
proL,proL,0.0,0.0,proL,tRNA,[]
ylbF,ylbF,816.0,816.0,fdrA-ylbEF-ybcF,Function unknown,[]
phnL,phnL,681.0,681.0,phnCDE_1E_2FGHIJKLMNOP,Inorganic ion transport and metabolism,"['arcA', 'phoB', 'rpoD']"
somA,somA,0.0,0.0,somA,Cell wall/membrane/envelope biogenesis,[]
argW,argW,0.0,0.0,argW,Function unknown,[]
renD,renD_1,93.0,93.0,renD-emrE,No COG Annotation,[]
nrdG,nrdG,465.0,465.0,nrdDG,"Posttranslational modification, protein turnover, chaperones","['fnr', 'h-NS', 'nrdR', 'rpoD']"
ycbZ,ycbZ,1761.0,1761.0,ycbZ,"Posttranslational modification, protein turnover, chaperones",[]
yibK,yibK,471.0,471.0,yibK,tRNA,[]
ybcK,ybcK,1527.0,1527.0,ybcK,"Replication, recombination and repair",[]
yfbS,yfbS,1833.0,1833.0,yfbS,Inorganic ion transport and metabolism,[]
eutB,eutB,1362.0,1362.0,eutBCLKR,Amino acid transport and metabolism,[]
rhoL,rhoL,1260.0,1260.0,rhoL,Transcription,[]
ybcL,ybcL,552.0,552.0,ybcLM,Function unknown,[]
ubiX,ubiX,570.0,570.0,cvpA-purF-ubiX,Coenzyme transport and metabolism,"['argR', 'purR', 'rpoD']"
cysJ,cysJ,1800.0,1800.0,cysJIH,Inorganic ion transport and metabolism,"['cysB', 'ihf', 'rpoD', 'yafC', 'yeiE']"
rho,rho,1260.0,1260.0,rhoL,Transcription,['arcA']
glxK,glxK,1146.0,1146.0,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Carbohydrate transport and metabolism,"['allR', 'nac', 'rpoD']"
usg,usg,1014.0,1014.0,pdxB-usg-truA-dedA,Amino acid transport and metabolism,['nac']
ygjH,ygjH,333.0,333.0,ygjH,"Translation, ribosomal structure and biogenesis",[]
rlmB,rlmB,732.0,732.0,nsrR-rnr-rlmB-yjfIJ,"Translation, ribosomal structure and biogenesis",[]
flgA,flgA,660.0,660.0,flgAMN,Cell motility,"['flhD;flhC', 'rpoD']"
yfcU,yfcU,2646.0,2646.0,yfcU_1U_2SRQPO,No COG Annotation,[]
b4283,insO_1,255.0,255.0,insO_1,No COG Annotation,[]
aspU,aspU,0.0,0.0,aspU,tRNA,[]
gnd,gnd,1407.0,1407.0,gnd,Carbohydrate transport and metabolism,"['fnr', 'fur', 'gadE', 'rpoD']"
ycaN,ycaN,909.0,909.0,ycaN,Transcription,[]
yqjC,yqjC,369.0,369.0,yqjCDEK,Function unknown,[]
yafV,yafV,771.0,771.0,yafV,Function unknown,[]
lpxC,lpxC,918.0,918.0,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,Cell wall/membrane/envelope biogenesis,"['lexA', 'mraZ', 'pdhR', 'rpoD', 'soxR', 'soxS']"
ybeT,ybeT,555.0,555.0,ybeT,Function unknown,[]
rhaD,rhaD,825.0,825.0,rhaBAD,Carbohydrate transport and metabolism,"['crp', 'rhaS', 'rpoD', 'rpoN', 'yeiE']"
kch,kch,1254.0,1254.0,kch,Inorganic ion transport and metabolism,[]
frr,frr,558.0,558.0,frr,"Translation, ribosomal structure and biogenesis",['rpoD']
ynaI,ynaI,1032.0,1032.0,ynaI,Cell wall/membrane/envelope biogenesis,[]
tar,tar,1662.0,1662.0,tar-tap-cheRBYZ,Function unknown,"['fliA', 'fnr']"
yciW,yciW,1128.0,1128.0,yciW,Function unknown,"['cysB', 'rpoD']"
plsX,plsX,1071.0,1071.0,yceD-rpmF-plsX-fabHDG-acpP-fabF,Lipid transport and metabolism,"['arcA', 'rpoD']"
ydfE,ydfE,765.0,765.0,dicB-ydfDE-insD-7-intQ,No COG Annotation,['rpoD']
ompC,ompC,1104.0,1104.0,ompC,Cell wall/membrane/envelope biogenesis,"['arcA', 'cpxR', 'envY', 'ihf', 'lrp', 'ompR', 'rpoD', 'yjjQ']"
rffC,wecD,675.0,675.0,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Transcription,[]
ndk,ndk,432.0,432.0,ndk,Nucleotide transport and metabolism,['arcA']
mpaA,mpaA,729.0,729.0,ycjY-ymjDC-mpaA,Amino acid transport and metabolism,"['pgrR', 'rpoH']"
tufB,tufB,1185.0,1185.0,thrU-tyrU-glyT-thrT-tufB,"Translation, ribosomal structure and biogenesis","['fis', 'rpoD']"
ydgD,ydgD,822.0,822.0,ydgD,"Posttranslational modification, protein turnover, chaperones",[]
ruvA,ruvA,612.0,612.0,ruvAB,"Replication, recombination and repair",['lexA']
pinR,pinR,591.0,591.0,pinR,"Replication, recombination and repair",[]
prfC,prfC,1590.0,1590.0,prfC,"Translation, ribosomal structure and biogenesis",['nac']
ydgA,ydgA,1509.0,1509.0,ydgA,Function unknown,[]
yddL,yddL,279.0,279.0,yddLKJ,No COG Annotation,[]
tsf,tsf,852.0,852.0,tff-rpsB-tsf,"Translation, ribosomal structure and biogenesis","['nac', 'rpoD']"
ydgK,ydgK,441.0,441.0,ydgK-rsxABCDGE-nth,Function unknown,[]
dsdX,dsdX,1338.0,1338.0,dsdXA,Amino acid transport and metabolism,"['crp', 'dsdC', 'rpoD']"
ydeQ,ydeQ,915.0,915.0,ydeQ,Function unknown,[]
ygiW,ygiW,393.0,393.0,ygiW,Function unknown,[]
ydgR,ydgR,0.0,0.0,ydgR,Stress response,[]
fliL,fliL,465.0,465.0,fliLMNOPQR,Cell motility,"['flhD;flhC', 'fliA', 'rpoD']"
ydeV,lsrK,1593.0,1593.0,lsrRK,Carbohydrate transport and metabolism,[]
ygiZ,ygiZ,333.0,333.0,ygiZ,Function unknown,['rcsB;bglJ']
ydhR,ydhR,306.0,306.0,ydhR,Function unknown,[]
greB,greB,477.0,477.0,greB,Transcription,[]
yneF,yneF,948.0,948.0,dgcF,Signal transduction mechanisms,[]
ygiD,ygiD,789.0,789.0,ygiD,Function unknown,[]
ydhS,ydhS,1605.0,1605.0,ydhS,Function unknown,[]
katG,katG,2181.0,2181.0,katG,Inorganic ion transport and metabolism,"['fnr', 'fur', 'oxyR', 'rpoD']"
ygiF,ygiF,1302.0,1302.0,ygiF-glnE,Function unknown,[]
yagU,yagU,615.0,615.0,yagU,Function unknown,[]
ydfI,ydfI,1461.0,1461.0,ydfI,Carbohydrate transport and metabolism,[]
ynfC,ynfC,711.0,711.0,ynfC,Function unknown,[]
ydiL,ydiL,357.0,357.0,ydiL,Function unknown,[]
yahD,yahD,606.0,606.0,yahDEFG,Function unknown,[]
cspI,cspI,213.0,213.0,cspI,Transcription,"['basR', 'fis']"
ydgC,ydgC,336.0,336.0,ydgC,Function unknown,['arcA']
kil,kil,0.0,0.0,kil,phage protein,[]
prpC,prpC,1170.0,1170.0,prpBCDE,Energy production and conversion,"['cra', 'crp', 'prpR', 'rpoN']"
rrfC,rrfC,0.0,0.0,rrfC,rRNA,[]
ydhH,anmK,1110.0,1110.0,anmK,"Posttranslational modification, protein turnover, chaperones",[]
ybhA,ybhA,819.0,819.0,ybhA,Function unknown,[]
b0374,yaiT_1,1458.0,1458.0,yaiT_1,No COG Annotation,[]
rrnA,rrnA,0.0,0.0,rrnA,rRNA,[]
ydhD,grxD,348.0,348.0,grxD,"Posttranslational modification, protein turnover, chaperones",[]
ybiM,ybiM,0.0,0.0,ybiM,inhibits biofilm formation,[]
yaiZ,yaiZ,213.0,213.0,yaiZ,Function unknown,"['crp', 'nac']"
rrlA,rrlA,0.0,0.0,rrlA,rRNA,[]
yjjJ,yjjJ,1332.0,1332.0,yjjJ,No COG Annotation,"['yddM', 'yeiE']"
b0656,insH3,1017.0,1017.0,insH-3,"Replication, recombination and repair",[]
ycaO,ycaO,1761.0,1761.0,ycaO,Function unknown,[]
mqo,mqo,1647.0,1647.0,mqo,Energy production and conversion,"['arcA', 'lrp']"
cytR,cytR,1026.0,1026.0,cytR,Transcription,"['crp', 'cytR', 'rpoD']"
ycjK,ycjK,1419.0,1419.0,puuAP,Amino acid transport and metabolism,[]
yjdI,yjdI,231.0,231.0,yjdIJ,Function unknown,[]
pncB,pncB,1203.0,1203.0,pncB,Coenzyme transport and metabolism,"['arcA', 'crp', 'nadR', 'rpoD']"
ycdM,ycdM,1149.0,1149.0,rutABCDEFG,Energy production and conversion,[]
dmsA,dmsA,2445.0,2445.0,dmsABC,Energy production and conversion,"['fis', 'fnr', 'ihf', 'modE', 'nac', 'narL', 'rpoD']"
yrbA,yrbA,0.0,0.0,yrbA,Function unknown,[]
pepD,pepD,1458.0,1458.0,pepD,Amino acid transport and metabolism,"['csgD', 'fur', 'lrp', 'rpoD']"
b1027,insE4,300.0,300.0,insEF-4E-4F-4,"Replication, recombination and repair",[]
cbdA,cbdA,1545.0,1545.0,appCBXA,Energy production and conversion,"['appY', 'arcA', 'rpoD', 'rpoS', 'ydeO']"
ydeP,ydeP,2280.0,2280.0,ydeP,Energy production and conversion,"['evgA', 'h-NS', 'nac', 'nagC', 'narL', 'narP', 'phoP', 'rcsB', 'rpoD', 'uvrY']"
xseB,xseB,243.0,243.0,xseB-ispA-dxs-yajO,"Replication, recombination and repair",['rpoD']
yceF,yceF,585.0,585.0,yceF,"Cell cycle control, cell division, chromosome partitioning",[]
ndh,ndh,1305.0,1305.0,ndh,Energy production and conversion,"['arcA', 'fis', 'fnr', 'fur', 'ihf', 'nsrR', 'pdhR', 'rpoD']"
rne,rne,3186.0,3186.0,rne,"Translation, ribosomal structure and biogenesis",['rpoD']
ompN,ompN,1134.0,1134.0,ydbK-ompN,Cell wall/membrane/envelope biogenesis,"['rpoD', 'rpoS', 'soxS']"
aldH,aldH,0.0,0.0,aldH,Energy production and conversion,[]
ycfQ,ycfQ,633.0,633.0,comR,Transcription,['crp']
dcp,dcp,2046.0,2046.0,dcp,Amino acid transport and metabolism,[]
yafU,yafU,357.0,357.0,yafU,No COG Annotation,['rpoH']
aldA,aldA,1440.0,1440.0,aldA,Energy production and conversion,"['arcA', 'crp', 'dnaA', 'fnr', 'marA', 'rob', 'rpoD', 'soxS']"
b1142,ymfH,309.0,309.0,ymfH,Function unknown,[]
guaB,guaB,1467.0,1467.0,guaBA,Function unknown,"['arcA', 'crp', 'dnaA', 'fis', 'fnr', 'purR', 'rpoD']"
ybeB,rsfS,318.0,318.0,rsfS-rlmH-mrdAB-rlpA,Ribosomal silencing factor,[]
fhlA,fhlA,2079.0,2079.0,hypABCDE-fhlA,Transcription,"['fhlA', 'fnr', 'ihf', 'nsrR', 'rpoN', 'ybaQ']"
ydhP,ydhP,1170.0,1170.0,ydhP,Carbohydrate transport and metabolism,[]
prlC,prlC,2043.0,2043.0,prlC-rsmJ,Amino acid transport and metabolism,['rpoH']
yafD,yafD,801.0,801.0,yafDE,Function unknown,"['nac', 'rpoH']"
nrfE,nrfE,1659.0,1659.0,nrfABCDEFG,"Posttranslational modification, protein turnover, chaperones","['arcA', 'fis', 'flhD;flhC', 'fnr', 'ihf', 'narL', 'narP', 'nsrR', 'rpoD']"
bax,bax,825.0,825.0,bax,Function unknown,[]
cybC,cybC,366.0,366.0,cybC,No COG Annotation,[]
b1172,ymgG,345.0,345.0,ymgGD,No COG Annotation,[]
rph,rph,669.0,669.0,rph-pyrE,"Translation, ribosomal structure and biogenesis",[]
dnaQ,dnaQ,732.0,732.0,dnaQ,"Replication, recombination and repair",[]
yhhZ,yhhZ,1179.0,1179.0,yhhZ-yrhA-insA-6AB-6B-6,Function unknown,[]
ycgR,ycgR,735.0,735.0,ycgR,Cell wall/membrane/envelope biogenesis,"['flhD;flhC', 'fliA']"
fadB,fadB,2190.0,2190.0,fadBA,Lipid transport and metabolism,"['arcA', 'fadR', 'fis', 'rpoD']"
yafL,yafL,750.0,750.0,yafL,Cell wall/membrane/envelope biogenesis,[]
yhiP,dtpB,1470.0,1470.0,dtpB,Amino acid transport and metabolism,[]
yfcV,yfcV,564.0,564.0,yfcV,No COG Annotation,['fur']
pepE,pepE,690.0,690.0,pepE,Amino acid transport and metabolism,[]
valT,valT,0.0,0.0,valT,valine tRNA,[]
b0582,insL2,1113.0,1113.0,insL-2,"Replication, recombination and repair",[]
fadI,fadI,1311.0,1311.0,fadIJ,Lipid transport and metabolism,"['arcA', 'fadR', 'lrp', 'rpoD']"
hsdR,hsdR,3513.0,3513.0,hsdRMS,Defense mechanisms,['fnr']
ileV,ileV,77.0,77.0,ileV,tRNA,[]
eno,eno,1299.0,1299.0,pyrG-eno,Carbohydrate transport and metabolism,"['cra', 'fnr', 'rpoD', 'rpoS']"
yfdL,yfdL,579.0,579.0,yfdONMLK,No COG Annotation,[]
ycjW,ycjW,999.0,999.0,ycjW,Transcription,[]
dxr,dxr,1197.0,1197.0,dxr,Lipid transport and metabolism,[]
ybaD,ybaD,0.0,450.0,nrdR-ribDE-nusB-thiL-pgpA,Transcription,[]
rrnB,rrnB,0.0,0.0,rrnB,rRNA,[]
imp,imp,453.0,453.0,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,Function unknown,[]
ampH,ampH,1158.0,1158.0,ampH,Defense mechanisms,[]
ybaQ,ybaQ,342.0,342.0,ybaQ,Function unknown,[]
rrfB,rrfB,0.0,0.0,rrfB,rRNA,[]
crcB,crcB,384.0,384.0,crcB,putative fluoride ion transporter,[]
yadF,yadF,660.0,660.0,yadF,Carbonic anhydrase,[]
allA,allA,483.0,483.0,allA,Nucleotide transport and metabolism,['allR']
rplL,rplL,366.0,366.0,rplKAJL-rpoBC,"Translation, ribosomal structure and biogenesis",[]
